,STATION ID,TIME,NAME,BIKE STANDS,AVAILABLE BIKE STANDS,AVAILABLE BIKES,Usage
494688,75,2020-07-16 16:00:00,JAMES STREET,40,33,7,82.5
494700,75,2020-07-16 17:00:00,JAMES STREET,40,31,9,77.5
494712,75,2020-07-16 18:00:00,JAMES STREET,40,33,7,82.5
494724,75,2020-07-16 19:00:00,JAMES STREET,40,27,13,67.5
494736,75,2020-07-16 20:00:00,JAMES STREET,40,24,16,60.0
494748,75,2020-07-16 21:00:00,JAMES STREET,40,21,19,52.5
494760,75,2020-07-16 22:00:00,JAMES STREET,40,25,15,62.5
494772,75,2020-07-16 23:00:00,JAMES STREET,40,25,15,62.5
501120,98,2020-07-16 00:00:00,FREDERICK STREET SOUTH,40,32,8,80.0
501132,98,2020-07-16 01:00:00,FREDERICK STREET SOUTH,40,32,8,80.0
501144,98,2020-07-16 02:00:00,FREDERICK STREET SOUTH,40,32,8,80.0
501156,98,2020-07-16 03:00:00,FREDERICK STREET SOUTH,40,32,8,80.0
501168,98,2020-07-16 04:00:00,FREDERICK STREET SOUTH,40,32,8,80.0
501180,98,2020-07-16 05:00:00,FREDERICK STREET SOUTH,40,31,9,77.5
501192,98,2020-07-16 06:00:00,FREDERICK STREET SOUTH,40,31,9,77.5
501204,98,2020-07-16 07:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
501216,98,2020-07-16 08:00:00,FREDERICK STREET SOUTH,40,27,13,67.5
501228,98,2020-07-16 09:00:00,FREDERICK STREET SOUTH,40,26,14,65.0
501240,98,2020-07-16 10:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
501252,98,2020-07-16 11:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
501264,98,2020-07-16 12:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
501276,98,2020-07-16 13:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
501288,98,2020-07-16 14:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
501300,98,2020-07-16 15:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
501312,98,2020-07-16 16:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
501324,98,2020-07-16 17:00:00,FREDERICK STREET SOUTH,40,22,18,55.00000000000001
501336,98,2020-07-16 18:00:00,FREDERICK STREET SOUTH,40,24,16,60.0
501348,98,2020-07-16 19:00:00,FREDERICK STREET SOUTH,40,29,11,72.5
501360,98,2020-07-16 20:00:00,FREDERICK STREET SOUTH,40,34,6,85.0
501372,98,2020-07-16 21:00:00,FREDERICK STREET SOUTH,40,35,5,87.5
501384,98,2020-07-16 22:00:00,FREDERICK STREET SOUTH,40,40,0,100.0
501396,98,2020-07-16 23:00:00,FREDERICK STREET SOUTH,40,40,0,100.0
524736,69,2020-07-17 00:00:00,GRAND CANAL DOCK,40,25,15,62.5
524748,69,2020-07-17 01:00:00,GRAND CANAL DOCK,40,25,15,62.5
524760,69,2020-07-17 02:00:00,GRAND CANAL DOCK,40,25,15,62.5
524772,69,2020-07-17 03:00:00,GRAND CANAL DOCK,40,25,15,62.5
524784,69,2020-07-17 04:00:00,GRAND CANAL DOCK,40,25,15,62.5
524796,69,2020-07-17 05:00:00,GRAND CANAL DOCK,40,26,14,65.0
524808,69,2020-07-17 06:00:00,GRAND CANAL DOCK,40,19,21,47.5
524820,69,2020-07-17 07:00:00,GRAND CANAL DOCK,40,15,25,37.5
524832,69,2020-07-17 08:00:00,GRAND CANAL DOCK,40,12,28,30.0
524844,69,2020-07-17 09:00:00,GRAND CANAL DOCK,40,14,26,35.0
524856,69,2020-07-17 10:00:00,GRAND CANAL DOCK,40,10,30,25.0
524868,69,2020-07-17 11:00:00,GRAND CANAL DOCK,40,13,27,32.5
524880,69,2020-07-17 12:00:00,GRAND CANAL DOCK,40,19,21,47.5
524892,69,2020-07-17 13:00:00,GRAND CANAL DOCK,40,16,24,40.0
524904,69,2020-07-17 14:00:00,GRAND CANAL DOCK,40,15,25,37.5
524916,69,2020-07-17 15:00:00,GRAND CANAL DOCK,40,13,27,32.5
524928,69,2020-07-17 16:00:00,GRAND CANAL DOCK,40,14,26,35.0
524940,69,2020-07-17 17:00:00,GRAND CANAL DOCK,40,17,23,42.5
524952,69,2020-07-17 18:00:00,GRAND CANAL DOCK,40,12,28,30.0
524964,69,2020-07-17 19:00:00,GRAND CANAL DOCK,40,17,23,42.5
524976,69,2020-07-17 20:00:00,GRAND CANAL DOCK,40,19,21,47.5
524988,69,2020-07-17 21:00:00,GRAND CANAL DOCK,40,18,22,45.0
525000,69,2020-07-17 22:00:00,GRAND CANAL DOCK,40,21,19,52.5
525012,69,2020-07-17 23:00:00,GRAND CANAL DOCK,40,17,23,42.5
526176,75,2020-07-17 00:00:00,JAMES STREET,40,25,15,62.5
526188,75,2020-07-17 01:00:00,JAMES STREET,40,25,15,62.5
526200,75,2020-07-17 02:00:00,JAMES STREET,40,25,15,62.5
526212,75,2020-07-17 03:00:00,JAMES STREET,40,25,15,62.5
526224,75,2020-07-17 04:00:00,JAMES STREET,40,25,15,62.5
526236,75,2020-07-17 05:00:00,JAMES STREET,40,26,14,65.0
526248,75,2020-07-17 06:00:00,JAMES STREET,40,25,15,62.5
526260,75,2020-07-17 07:00:00,JAMES STREET,40,25,15,62.5
526272,75,2020-07-17 08:00:00,JAMES STREET,40,27,13,67.5
526284,75,2020-07-17 09:00:00,JAMES STREET,40,27,13,67.5
526296,75,2020-07-17 10:00:00,JAMES STREET,40,27,13,67.5
526308,75,2020-07-17 11:00:00,JAMES STREET,40,29,11,72.5
526320,75,2020-07-17 12:00:00,JAMES STREET,40,31,9,77.5
526332,75,2020-07-17 13:00:00,JAMES STREET,40,31,9,77.5
526344,75,2020-07-17 14:00:00,JAMES STREET,40,32,8,80.0
526356,75,2020-07-17 15:00:00,JAMES STREET,40,34,6,85.0
526368,75,2020-07-17 16:00:00,JAMES STREET,40,38,2,95.0
526380,75,2020-07-17 17:00:00,JAMES STREET,40,37,3,92.5
526392,75,2020-07-17 18:00:00,JAMES STREET,40,40,0,100.0
526404,75,2020-07-17 19:00:00,JAMES STREET,40,40,0,100.0
526416,75,2020-07-17 20:00:00,JAMES STREET,40,37,3,92.5
526428,75,2020-07-17 21:00:00,JAMES STREET,40,37,3,92.5
526440,75,2020-07-17 22:00:00,JAMES STREET,40,35,5,87.5
526452,75,2020-07-17 23:00:00,JAMES STREET,40,35,5,87.5
532800,98,2020-07-17 00:00:00,FREDERICK STREET SOUTH,40,40,0,100.0
532812,98,2020-07-17 01:00:00,FREDERICK STREET SOUTH,40,40,0,100.0
532824,98,2020-07-17 02:00:00,FREDERICK STREET SOUTH,40,40,0,100.0
532836,98,2020-07-17 03:00:00,FREDERICK STREET SOUTH,40,40,0,100.0
532848,98,2020-07-17 04:00:00,FREDERICK STREET SOUTH,40,40,0,100.0
532860,98,2020-07-17 05:00:00,FREDERICK STREET SOUTH,40,39,1,97.5
532872,98,2020-07-17 06:00:00,FREDERICK STREET SOUTH,40,39,1,97.5
532884,98,2020-07-17 07:00:00,FREDERICK STREET SOUTH,40,37,3,92.5
532896,98,2020-07-17 08:00:00,FREDERICK STREET SOUTH,40,34,6,85.0
532908,98,2020-07-17 09:00:00,FREDERICK STREET SOUTH,40,32,8,80.0
532920,98,2020-07-17 10:00:00,FREDERICK STREET SOUTH,40,29,11,72.5
532932,98,2020-07-17 11:00:00,FREDERICK STREET SOUTH,40,28,12,70.0
532944,98,2020-07-17 12:00:00,FREDERICK STREET SOUTH,40,26,14,65.0
532956,98,2020-07-17 13:00:00,FREDERICK STREET SOUTH,40,26,14,65.0
532968,98,2020-07-17 14:00:00,FREDERICK STREET SOUTH,40,24,16,60.0
532980,98,2020-07-17 15:00:00,FREDERICK STREET SOUTH,40,23,17,57.49999999999999
532992,98,2020-07-17 16:00:00,FREDERICK STREET SOUTH,40,25,15,62.5
533004,98,2020-07-17 17:00:00,FREDERICK STREET SOUTH,40,26,14,65.0
533016,98,2020-07-17 18:00:00,FREDERICK STREET SOUTH,40,28,12,70.0
533028,98,2020-07-17 19:00:00,FREDERICK STREET SOUTH,40,28,12,70.0
533040,98,2020-07-17 20:00:00,FREDERICK STREET SOUTH,40,24,16,60.0
533052,98,2020-07-17 21:00:00,FREDERICK STREET SOUTH,40,24,16,60.0
533064,98,2020-07-17 22:00:00,FREDERICK STREET SOUTH,40,24,16,60.0
533076,98,2020-07-17 23:00:00,FREDERICK STREET SOUTH,40,26,14,65.0
556416,69,2020-07-18 00:00:00,GRAND CANAL DOCK,40,17,23,42.5
556428,69,2020-07-18 01:00:00,GRAND CANAL DOCK,40,17,23,42.5
556440,69,2020-07-18 02:00:00,GRAND CANAL DOCK,40,17,23,42.5
556452,69,2020-07-18 03:00:00,GRAND CANAL DOCK,40,17,23,42.5
556464,69,2020-07-18 04:00:00,GRAND CANAL DOCK,40,17,23,42.5
556476,69,2020-07-18 05:00:00,GRAND CANAL DOCK,40,17,23,42.5
556488,69,2020-07-18 06:00:00,GRAND CANAL DOCK,40,16,24,40.0
556500,69,2020-07-18 07:00:00,GRAND CANAL DOCK,40,14,26,35.0
556512,69,2020-07-18 08:00:00,GRAND CANAL DOCK,40,13,27,32.5
556524,69,2020-07-18 09:00:00,GRAND CANAL DOCK,40,9,31,22.5
556536,69,2020-07-18 10:00:00,GRAND CANAL DOCK,40,10,30,25.0
556548,69,2020-07-18 11:00:00,GRAND CANAL DOCK,40,11,29,27.500000000000004
556560,69,2020-07-18 12:00:00,GRAND CANAL DOCK,40,23,17,57.49999999999999
556572,69,2020-07-18 13:00:00,GRAND CANAL DOCK,40,26,14,65.0
556584,69,2020-07-18 14:00:00,GRAND CANAL DOCK,40,19,21,47.5
556596,69,2020-07-18 15:00:00,GRAND CANAL DOCK,40,21,19,52.5
556608,69,2020-07-18 16:00:00,GRAND CANAL DOCK,40,14,26,35.0
556620,69,2020-07-18 17:00:00,GRAND CANAL DOCK,40,11,29,27.500000000000004
556632,69,2020-07-18 18:00:00,GRAND CANAL DOCK,40,8,32,20.0
556644,69,2020-07-18 19:00:00,GRAND CANAL DOCK,40,4,36,10.0
556656,69,2020-07-18 20:00:00,GRAND CANAL DOCK,40,0,40,0.0
556668,69,2020-07-18 21:00:00,GRAND CANAL DOCK,40,3,37,7.5
556680,69,2020-07-18 22:00:00,GRAND CANAL DOCK,40,1,39,2.5
556692,69,2020-07-18 23:00:00,GRAND CANAL DOCK,40,1,39,2.5
557856,75,2020-07-18 00:00:00,JAMES STREET,40,36,4,90.0
557868,75,2020-07-18 01:00:00,JAMES STREET,40,36,4,90.0
557880,75,2020-07-18 02:00:00,JAMES STREET,40,36,4,90.0
557892,75,2020-07-18 03:00:00,JAMES STREET,40,36,4,90.0
557904,75,2020-07-18 04:00:00,JAMES STREET,40,36,4,90.0
557916,75,2020-07-18 05:00:00,JAMES STREET,40,36,4,90.0
557928,75,2020-07-18 06:00:00,JAMES STREET,40,36,4,90.0
557940,75,2020-07-18 07:00:00,JAMES STREET,40,37,3,92.5
557952,75,2020-07-18 08:00:00,JAMES STREET,40,37,3,92.5
557964,75,2020-07-18 09:00:00,JAMES STREET,40,40,0,100.0
557976,75,2020-07-18 10:00:00,JAMES STREET,40,39,1,97.5
557988,75,2020-07-18 11:00:00,JAMES STREET,40,40,0,100.0
558000,75,2020-07-18 12:00:00,JAMES STREET,40,40,0,100.0
558012,75,2020-07-18 13:00:00,JAMES STREET,40,40,0,100.0
558024,75,2020-07-18 14:00:00,JAMES STREET,40,40,0,100.0
558036,75,2020-07-18 15:00:00,JAMES STREET,40,40,0,100.0
558048,75,2020-07-18 16:00:00,JAMES STREET,40,39,1,97.5
558060,75,2020-07-18 17:00:00,JAMES STREET,40,37,3,92.5
558072,75,2020-07-18 18:00:00,JAMES STREET,40,37,3,92.5
558084,75,2020-07-18 19:00:00,JAMES STREET,40,35,5,87.5
558096,75,2020-07-18 20:00:00,JAMES STREET,40,34,6,85.0
558108,75,2020-07-18 21:00:00,JAMES STREET,40,36,4,90.0
558120,75,2020-07-18 22:00:00,JAMES STREET,40,36,4,90.0
558132,75,2020-07-18 23:00:00,JAMES STREET,40,35,5,87.5
564480,98,2020-07-18 00:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564492,98,2020-07-18 01:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564504,98,2020-07-18 02:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564516,98,2020-07-18 03:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564528,98,2020-07-18 04:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564540,98,2020-07-18 05:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564552,98,2020-07-18 06:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564564,98,2020-07-18 07:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564576,98,2020-07-18 08:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564588,98,2020-07-18 09:00:00,FREDERICK STREET SOUTH,40,30,10,75.0
564600,98,2020-07-18 10:00:00,FREDERICK STREET SOUTH,40,29,11,72.5
564612,98,2020-07-18 11:00:00,FREDERICK STREET SOUTH,40,29,11,72.5
564624,98,2020-07-18 12:00:00,FREDERICK STREET SOUTH,40,24,16,60.0
564636,98,2020-07-18 13:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
564648,98,2020-07-18 14:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
564660,98,2020-07-18 15:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
564672,98,2020-07-18 16:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
564684,98,2020-07-18 17:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
564696,98,2020-07-18 18:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
564708,98,2020-07-18 19:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
564720,98,2020-07-18 20:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
564732,98,2020-07-18 21:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
564744,98,2020-07-18 22:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
564756,98,2020-07-18 23:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
588096,69,2020-07-19 00:00:00,GRAND CANAL DOCK,40,2,38,5.0
588108,69,2020-07-19 01:00:00,GRAND CANAL DOCK,40,2,38,5.0
588120,69,2020-07-19 02:00:00,GRAND CANAL DOCK,40,2,38,5.0
588132,69,2020-07-19 03:00:00,GRAND CANAL DOCK,40,2,38,5.0
588144,69,2020-07-19 04:00:00,GRAND CANAL DOCK,40,2,38,5.0
588156,69,2020-07-19 05:00:00,GRAND CANAL DOCK,40,2,38,5.0
588168,69,2020-07-19 06:00:00,GRAND CANAL DOCK,40,2,38,5.0
588180,69,2020-07-19 07:00:00,GRAND CANAL DOCK,40,1,39,2.5
588192,69,2020-07-19 08:00:00,GRAND CANAL DOCK,40,0,40,0.0
588204,69,2020-07-19 09:00:00,GRAND CANAL DOCK,40,2,38,5.0
588216,69,2020-07-19 10:00:00,GRAND CANAL DOCK,40,1,39,2.5
588228,69,2020-07-19 11:00:00,GRAND CANAL DOCK,40,3,37,7.5
588240,69,2020-07-19 12:00:00,GRAND CANAL DOCK,40,3,37,7.5
588252,69,2020-07-19 13:00:00,GRAND CANAL DOCK,40,5,35,12.5
588264,69,2020-07-19 14:00:00,GRAND CANAL DOCK,40,6,34,15.0
588276,69,2020-07-19 15:00:00,GRAND CANAL DOCK,40,0,40,0.0
588288,69,2020-07-19 16:00:00,GRAND CANAL DOCK,40,2,38,5.0
588300,69,2020-07-19 17:00:00,GRAND CANAL DOCK,40,1,39,2.5
588312,69,2020-07-19 18:00:00,GRAND CANAL DOCK,40,4,36,10.0
588324,69,2020-07-19 19:00:00,GRAND CANAL DOCK,40,3,37,7.5
588336,69,2020-07-19 20:00:00,GRAND CANAL DOCK,40,3,37,7.5
588348,69,2020-07-19 21:00:00,GRAND CANAL DOCK,40,7,33,17.5
588360,69,2020-07-19 22:00:00,GRAND CANAL DOCK,40,8,32,20.0
588372,69,2020-07-19 23:00:00,GRAND CANAL DOCK,40,6,34,15.0
589536,75,2020-07-19 00:00:00,JAMES STREET,40,33,7,82.5
589548,75,2020-07-19 01:00:00,JAMES STREET,40,33,7,82.5
589560,75,2020-07-19 02:00:00,JAMES STREET,40,33,7,82.5
589572,75,2020-07-19 03:00:00,JAMES STREET,40,33,7,82.5
589584,75,2020-07-19 04:00:00,JAMES STREET,40,33,7,82.5
589596,75,2020-07-19 05:00:00,JAMES STREET,40,33,7,82.5
589608,75,2020-07-19 06:00:00,JAMES STREET,40,32,8,80.0
589620,75,2020-07-19 07:00:00,JAMES STREET,40,30,10,75.0
589632,75,2020-07-19 08:00:00,JAMES STREET,40,31,9,77.5
589644,75,2020-07-19 09:00:00,JAMES STREET,40,31,9,77.5
589656,75,2020-07-19 10:00:00,JAMES STREET,40,32,8,80.0
589668,75,2020-07-19 11:00:00,JAMES STREET,40,31,9,77.5
589680,75,2020-07-19 12:00:00,JAMES STREET,40,37,3,92.5
589692,75,2020-07-19 13:00:00,JAMES STREET,40,36,4,90.0
589704,75,2020-07-19 14:00:00,JAMES STREET,40,35,5,87.5
589716,75,2020-07-19 15:00:00,JAMES STREET,40,40,0,100.0
589728,75,2020-07-19 16:00:00,JAMES STREET,40,38,2,95.0
589740,75,2020-07-19 17:00:00,JAMES STREET,40,38,2,95.0
589752,75,2020-07-19 18:00:00,JAMES STREET,40,40,0,100.0
589764,75,2020-07-19 19:00:00,JAMES STREET,40,40,0,100.0
589776,75,2020-07-19 20:00:00,JAMES STREET,40,39,1,97.5
589788,75,2020-07-19 21:00:00,JAMES STREET,40,38,2,95.0
589800,75,2020-07-19 22:00:00,JAMES STREET,40,37,3,92.5
589812,75,2020-07-19 23:00:00,JAMES STREET,40,34,6,85.0
596160,98,2020-07-19 00:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596172,98,2020-07-19 01:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596184,98,2020-07-19 02:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596196,98,2020-07-19 03:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596208,98,2020-07-19 04:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596220,98,2020-07-19 05:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596232,98,2020-07-19 06:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596244,98,2020-07-19 07:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596256,98,2020-07-19 08:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
596268,98,2020-07-19 09:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596280,98,2020-07-19 10:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596292,98,2020-07-19 11:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596304,98,2020-07-19 12:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
596316,98,2020-07-19 13:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
596328,98,2020-07-19 14:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
596340,98,2020-07-19 15:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
596352,98,2020-07-19 16:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
596364,98,2020-07-19 17:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
596376,98,2020-07-19 18:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
596388,98,2020-07-19 19:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
596400,98,2020-07-19 20:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
596412,98,2020-07-19 21:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
596424,98,2020-07-19 22:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
596436,98,2020-07-19 23:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
619776,69,2020-07-20 00:00:00,GRAND CANAL DOCK,40,6,34,15.0
619788,69,2020-07-20 01:00:00,GRAND CANAL DOCK,40,6,34,15.0
619800,69,2020-07-20 02:00:00,GRAND CANAL DOCK,40,6,34,15.0
619812,69,2020-07-20 03:00:00,GRAND CANAL DOCK,40,6,34,15.0
619824,69,2020-07-20 04:00:00,GRAND CANAL DOCK,40,6,34,15.0
619836,69,2020-07-20 05:00:00,GRAND CANAL DOCK,40,4,36,10.0
619848,69,2020-07-20 06:00:00,GRAND CANAL DOCK,40,1,39,2.5
619860,69,2020-07-20 07:00:00,GRAND CANAL DOCK,40,18,22,45.0
619872,69,2020-07-20 08:00:00,GRAND CANAL DOCK,40,22,18,55.00000000000001
619884,69,2020-07-20 09:00:00,GRAND CANAL DOCK,40,23,17,57.49999999999999
619896,69,2020-07-20 10:00:00,GRAND CANAL DOCK,40,30,10,75.0
619908,69,2020-07-20 11:00:00,GRAND CANAL DOCK,40,35,5,87.5
619920,69,2020-07-20 12:00:00,GRAND CANAL DOCK,40,35,5,87.5
619932,69,2020-07-20 13:00:00,GRAND CANAL DOCK,40,30,10,75.0
619944,69,2020-07-20 14:00:00,GRAND CANAL DOCK,40,30,10,75.0
619956,69,2020-07-20 15:00:00,GRAND CANAL DOCK,40,29,11,72.5
619968,69,2020-07-20 16:00:00,GRAND CANAL DOCK,40,37,3,92.5
619980,69,2020-07-20 17:00:00,GRAND CANAL DOCK,40,28,12,70.0
619992,69,2020-07-20 18:00:00,GRAND CANAL DOCK,40,14,26,35.0
620004,69,2020-07-20 19:00:00,GRAND CANAL DOCK,40,15,25,37.5
620016,69,2020-07-20 20:00:00,GRAND CANAL DOCK,40,4,36,10.0
620028,69,2020-07-20 21:00:00,GRAND CANAL DOCK,40,5,35,12.5
620040,69,2020-07-20 22:00:00,GRAND CANAL DOCK,40,4,36,10.0
620052,69,2020-07-20 23:00:00,GRAND CANAL DOCK,40,3,37,7.5
621216,75,2020-07-20 00:00:00,JAMES STREET,40,34,6,85.0
621228,75,2020-07-20 01:00:00,JAMES STREET,40,34,6,85.0
621240,75,2020-07-20 02:00:00,JAMES STREET,40,34,6,85.0
621252,75,2020-07-20 03:00:00,JAMES STREET,40,34,6,85.0
621264,75,2020-07-20 04:00:00,JAMES STREET,40,34,6,85.0
621276,75,2020-07-20 05:00:00,JAMES STREET,40,37,3,92.5
621288,75,2020-07-20 06:00:00,JAMES STREET,40,35,5,87.5
621300,75,2020-07-20 07:00:00,JAMES STREET,40,37,3,92.5
621312,75,2020-07-20 08:00:00,JAMES STREET,40,40,0,100.0
621324,75,2020-07-20 09:00:00,JAMES STREET,40,39,1,97.5
621336,75,2020-07-20 10:00:00,JAMES STREET,40,40,0,100.0
621348,75,2020-07-20 11:00:00,JAMES STREET,40,39,1,97.5
621360,75,2020-07-20 12:00:00,JAMES STREET,40,40,0,100.0
621372,75,2020-07-20 13:00:00,JAMES STREET,40,40,0,100.0
621384,75,2020-07-20 14:00:00,JAMES STREET,40,38,2,95.0
621396,75,2020-07-20 15:00:00,JAMES STREET,40,37,3,92.5
621408,75,2020-07-20 16:00:00,JAMES STREET,40,40,0,100.0
621420,75,2020-07-20 17:00:00,JAMES STREET,40,37,3,92.5
621432,75,2020-07-20 18:00:00,JAMES STREET,40,38,2,95.0
621444,75,2020-07-20 19:00:00,JAMES STREET,40,40,0,100.0
621456,75,2020-07-20 20:00:00,JAMES STREET,40,38,2,95.0
621468,75,2020-07-20 21:00:00,JAMES STREET,40,36,4,90.0
621480,75,2020-07-20 22:00:00,JAMES STREET,40,32,8,80.0
621492,75,2020-07-20 23:00:00,JAMES STREET,40,32,8,80.0
627840,98,2020-07-20 00:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
627852,98,2020-07-20 01:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
627864,98,2020-07-20 02:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
627876,98,2020-07-20 03:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
627888,98,2020-07-20 04:00:00,FREDERICK STREET SOUTH,40,21,19,52.5
627900,98,2020-07-20 05:00:00,FREDERICK STREET SOUTH,40,20,20,50.0
627912,98,2020-07-20 06:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
627924,98,2020-07-20 07:00:00,FREDERICK STREET SOUTH,40,19,21,47.5
627936,98,2020-07-20 08:00:00,FREDERICK STREET SOUTH,40,17,23,42.5
627948,98,2020-07-20 09:00:00,FREDERICK STREET SOUTH,40,11,29,27.500000000000004
627960,98,2020-07-20 10:00:00,FREDERICK STREET SOUTH,40,11,29,27.500000000000004
627972,98,2020-07-20 11:00:00,FREDERICK STREET SOUTH,40,10,30,25.0
627984,98,2020-07-20 12:00:00,FREDERICK STREET SOUTH,40,6,34,15.0
627996,98,2020-07-20 13:00:00,FREDERICK STREET SOUTH,40,4,36,10.0
628008,98,2020-07-20 14:00:00,FREDERICK STREET SOUTH,40,2,38,5.0
628020,98,2020-07-20 15:00:00,FREDERICK STREET SOUTH,40,1,39,2.5
628032,98,2020-07-20 16:00:00,FREDERICK STREET SOUTH,40,3,37,7.5
628044,98,2020-07-20 17:00:00,FREDERICK STREET SOUTH,40,5,35,12.5
628056,98,2020-07-20 18:00:00,FREDERICK STREET SOUTH,40,6,34,15.0
628068,98,2020-07-20 19:00:00,FREDERICK STREET SOUTH,40,11,29,27.500000000000004
628080,98,2020-07-20 20:00:00,FREDERICK STREET SOUTH,40,11,29,27.500000000000004
628092,98,2020-07-20 21:00:00,FREDERICK STREET SOUTH,40,12,28,30.0
628104,98,2020-07-20 22:00:00,FREDERICK STREET SOUTH,40,17,23,42.5
628116,98,2020-07-20 23:00:00,FREDERICK STREET SOUTH,40,18,22,45.0
651456,69,2020-07-21 00:00:00,GRAND CANAL DOCK,40,3,37,7.5
651468,69,2020-07-21 01:00:00,GRAND CANAL DOCK,40,3,37,7.5
651480,69,2020-07-21 02:00:00,GRAND CANAL DOCK,40,3,37,7.5
651492,69,2020-07-21 03:00:00,GRAND CANAL DOCK,40,3,37,7.5
651504,69,2020-07-21 04:00:00,GRAND CANAL DOCK,40,3,37,7.5
651516,69,2020-07-21 05:00:00,GRAND CANAL DOCK,40,2,38,5.0
651528,69,2020-07-21 06:00:00,GRAND CANAL DOCK,40,2,38,5.0
651540,69,2020-07-21 07:00:00,GRAND CANAL DOCK,40,1,38,2.5
651552,69,2020-07-21 08:00:00,GRAND CANAL DOCK,40,10,29,25.0
651564,69,2020-07-21 09:00:00,GRAND CANAL DOCK,40,5,34,12.5
651576,69,2020-07-21 10:00:00,GRAND CANAL DOCK,40,4,35,10.0
651588,69,2020-07-21 11:00:00,GRAND CANAL DOCK,40,4,36,10.0
651600,69,2020-07-21 12:00:00,GRAND CANAL DOCK,40,4,36,10.0
651612,69,2020-07-21 13:00:00,GRAND CANAL DOCK,40,3,37,7.5
651624,69,2020-07-21 14:00:00,GRAND CANAL DOCK,40,4,36,10.0
651636,69,2020-07-21 15:00:00,GRAND CANAL DOCK,40,5,35,12.5
651648,69,2020-07-21 16:00:00,GRAND CANAL DOCK,40,4,36,10.0
651660,69,2020-07-21 17:00:00,GRAND CANAL DOCK,40,1,39,2.5
651672,69,2020-07-21 18:00:00,GRAND CANAL DOCK,40,1,39,2.5
651684,69,2020-07-21 19:00:00,GRAND CANAL DOCK,40,4,36,10.0
651696,69,2020-07-21 20:00:00,GRAND CANAL DOCK,40,3,37,7.5
651708,69,2020-07-21 21:00:00,GRAND CANAL DOCK,40,7,33,17.5
651720,69,2020-07-21 22:00:00,GRAND CANAL DOCK,40,8,32,20.0
651732,69,2020-07-21 23:00:00,GRAND CANAL DOCK,40,5,35,12.5
652896,75,2020-07-21 00:00:00,JAMES STREET,40,32,8,80.0
652908,75,2020-07-21 01:00:00,JAMES STREET,40,32,8,80.0
