STATION ID,TIME,LAST UPDATED,NAME,BIKE STANDS,AVAILABLE BIKE STANDS,AVAILABLE BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,Usage
69,2019-07-01 00:00:00,2019-06-30 23:56:19,GRAND CANAL DOCK,40,20,20,Open,Grand Canal Dock,53.342636,-6.238695,50.0
69,2019-07-01 01:00:00,2019-07-01 00:57:14,GRAND CANAL DOCK,40,20,20,Open,Grand Canal Dock,53.342636,-6.238695,50.0
69,2019-07-01 02:00:00,2019-07-01 01:58:09,GRAND CANAL DOCK,40,20,20,Open,Grand Canal Dock,53.342636,-6.238695,50.0
69,2019-07-01 03:00:00,2019-07-01 02:52:36,GRAND CANAL DOCK,40,20,20,Open,Grand Canal Dock,53.342636,-6.238695,50.0
69,2019-07-01 04:00:00,2019-07-01 03:53:32,GRAND CANAL DOCK,40,20,20,Open,Grand Canal Dock,53.342636,-6.238695,50.0
69,2019-07-01 05:00:00,2019-07-01 04:52:09,GRAND CANAL DOCK,40,15,25,Open,Grand Canal Dock,53.342636,-6.238695,37.5
69,2019-07-01 06:00:00,2019-07-01 05:56:59,GRAND CANAL DOCK,40,0,40,Open,Grand Canal Dock,53.342636,-6.238695,0.0
69,2019-07-01 07:00:00,2019-07-01 06:56:12,GRAND CANAL DOCK,40,0,39,Open,Grand Canal Dock,53.342636,-6.238695,0.0
69,2019-07-01 08:00:00,2019-07-01 07:58:27,GRAND CANAL DOCK,40,0,39,Open,Grand Canal Dock,53.342636,-6.238695,0.0
69,2019-07-01 09:00:00,2019-07-01 08:55:02,GRAND CANAL DOCK,40,0,39,Open,Grand Canal Dock,53.342636,-6.238695,0.0
69,2019-07-01 10:00:00,2019-07-01 09:54:43,GRAND CANAL DOCK,40,0,39,Open,Grand Canal Dock,53.342636,-6.238695,0.0
69,2019-07-01 11:00:00,2019-07-01 10:55:25,GRAND CANAL DOCK,40,1,38,Open,Grand Canal Dock,53.342636,-6.238695,2.5
69,2019-07-01 12:00:00,2019-07-01 11:58:34,GRAND CANAL DOCK,40,3,36,Open,Grand Canal Dock,53.342636,-6.238695,7.5
69,2019-07-01 13:00:00,2019-07-01 12:59:02,GRAND CANAL DOCK,40,3,36,Open,Grand Canal Dock,53.342636,-6.238695,7.5
69,2019-07-01 14:00:00,2019-07-01 13:57:05,GRAND CANAL DOCK,40,1,38,Open,Grand Canal Dock,53.342636,-6.238695,2.5
69,2019-07-01 15:00:00,2019-07-01 14:57:05,GRAND CANAL DOCK,40,5,35,Open,Grand Canal Dock,53.342636,-6.238695,12.5
69,2019-07-01 16:00:00,2019-07-01 15:56:02,GRAND CANAL DOCK,40,9,31,Open,Grand Canal Dock,53.342636,-6.238695,22.5
69,2019-07-01 17:00:00,2019-07-01 16:59:02,GRAND CANAL DOCK,40,38,2,Open,Grand Canal Dock,53.342636,-6.238695,95.0
69,2019-07-01 18:00:00,2019-07-01 17:57:11,GRAND CANAL DOCK,40,40,0,Open,Grand Canal Dock,53.342636,-6.238695,100.0
69,2019-07-01 19:00:00,2019-07-01 18:59:13,GRAND CANAL DOCK,40,39,1,Open,Grand Canal Dock,53.342636,-6.238695,97.5
69,2019-07-01 20:00:00,2019-07-01 19:56:59,GRAND CANAL DOCK,40,40,0,Open,Grand Canal Dock,53.342636,-6.238695,100.0
69,2019-07-01 21:00:00,2019-07-01 20:55:54,GRAND CANAL DOCK,40,37,3,Open,Grand Canal Dock,53.342636,-6.238695,92.5
69,2019-07-01 22:00:00,2019-07-01 21:55:29,GRAND CANAL DOCK,40,37,3,Open,Grand Canal Dock,53.342636,-6.238695,92.5
69,2019-07-01 23:00:00,2019-07-01 22:52:10,GRAND CANAL DOCK,40,37,3,Open,Grand Canal Dock,53.342636,-6.238695,92.5
75,2019-07-01 00:00:00,2019-06-30 23:59:17,JAMES STREET,40,14,26,Open,James Street,53.343456,-6.287409,35.0
75,2019-07-01 01:00:00,2019-07-01 00:50:02,JAMES STREET,40,14,26,Open,James Street,53.343456,-6.287409,35.0
75,2019-07-01 02:00:00,2019-07-01 01:50:56,JAMES STREET,40,14,26,Open,James Street,53.343456,-6.287409,35.0
75,2019-07-01 03:00:00,2019-07-01 02:57:38,JAMES STREET,40,14,26,Open,James Street,53.343456,-6.287409,35.0
75,2019-07-01 04:00:00,2019-07-01 03:58:32,JAMES STREET,40,14,26,Open,James Street,53.343456,-6.287409,35.0
75,2019-07-01 05:00:00,2019-07-01 04:58:53,JAMES STREET,40,15,25,Open,James Street,53.343456,-6.287409,37.5
75,2019-07-01 06:00:00,2019-07-01 05:58:19,JAMES STREET,40,17,23,Open,James Street,53.343456,-6.287409,42.5
75,2019-07-01 07:00:00,2019-07-01 06:59:01,JAMES STREET,40,37,3,Open,James Street,53.343456,-6.287409,92.5
75,2019-07-01 08:00:00,2019-07-01 07:56:56,JAMES STREET,40,40,0,Open,James Street,53.343456,-6.287409,100.0
75,2019-07-01 09:00:00,2019-07-01 08:53:25,JAMES STREET,40,38,2,Open,James Street,53.343456,-6.287409,95.0
75,2019-07-01 10:00:00,2019-07-01 09:55:42,JAMES STREET,40,40,0,Open,James Street,53.343456,-6.287409,100.0
75,2019-07-01 11:00:00,2019-07-01 10:57:06,JAMES STREET,40,40,0,Open,James Street,53.343456,-6.287409,100.0
75,2019-07-01 12:00:00,2019-07-01 11:56:01,JAMES STREET,40,40,0,Open,James Street,53.343456,-6.287409,100.0
75,2019-07-01 13:00:00,2019-07-01 12:56:21,JAMES STREET,40,39,1,Open,James Street,53.343456,-6.287409,97.5
75,2019-07-01 14:00:00,2019-07-01 13:57:26,JAMES STREET,40,29,11,Open,James Street,53.343456,-6.287409,72.5
75,2019-07-01 15:00:00,2019-07-01 14:58:22,JAMES STREET,40,24,16,Open,James Street,53.343456,-6.287409,60.0
75,2019-07-01 16:00:00,2019-07-01 15:58:48,JAMES STREET,40,26,14,Open,James Street,53.343456,-6.287409,65.0
75,2019-07-01 17:00:00,2019-07-01 16:55:16,JAMES STREET,40,17,23,Open,James Street,53.343456,-6.287409,42.5
75,2019-07-01 18:00:00,2019-07-01 17:55:26,JAMES STREET,40,4,36,Open,James Street,53.343456,-6.287409,10.0
75,2019-07-01 19:00:00,2019-07-01 18:50:34,JAMES STREET,40,6,34,Open,James Street,53.343456,-6.287409,15.0
75,2019-07-01 20:00:00,2019-07-01 19:54:13,JAMES STREET,40,3,37,Open,James Street,53.343456,-6.287409,7.5
75,2019-07-01 21:00:00,2019-07-01 20:56:37,JAMES STREET,40,8,32,Open,James Street,53.343456,-6.287409,20.0
75,2019-07-01 22:00:00,2019-07-01 21:57:44,JAMES STREET,40,5,35,Open,James Street,53.343456,-6.287409,12.5
75,2019-07-01 23:00:00,2019-07-01 22:54:33,JAMES STREET,40,5,35,Open,James Street,53.343456,-6.287409,12.5
98,2019-07-01 00:00:00,2019-06-30 23:52:43,FREDERICK STREET SOUTH,40,36,4,Open,Frederick Street South,53.341515,-6.256853,90.0
98,2019-07-01 01:00:00,2019-07-01 00:53:39,FREDERICK STREET SOUTH,40,36,4,Open,Frederick Street South,53.341515,-6.256853,90.0
98,2019-07-01 02:00:00,2019-07-01 01:54:33,FREDERICK STREET SOUTH,40,36,4,Open,Frederick Street South,53.341515,-6.256853,90.0
98,2019-07-01 03:00:00,2019-07-01 02:55:28,FREDERICK STREET SOUTH,40,36,4,Open,Frederick Street South,53.341515,-6.256853,90.0
98,2019-07-01 04:00:00,2019-07-01 03:52:10,FREDERICK STREET SOUTH,40,36,4,Open,Frederick Street South,53.341515,-6.256853,90.0
98,2019-07-01 05:00:00,2019-07-01 04:55:53,FREDERICK STREET SOUTH,40,36,4,Open,Frederick Street South,53.341515,-6.256853,90.0
98,2019-07-01 06:00:00,2019-07-01 05:56:48,FREDERICK STREET SOUTH,40,37,3,Open,Frederick Street South,53.341515,-6.256853,92.5
98,2019-07-01 07:00:00,2019-07-01 06:55:57,FREDERICK STREET SOUTH,40,34,6,Open,Frederick Street South,53.341515,-6.256853,85.0
98,2019-07-01 08:00:00,2019-07-01 07:57:38,FREDERICK STREET SOUTH,40,33,7,Open,Frederick Street South,53.341515,-6.256853,82.5
98,2019-07-01 09:00:00,2019-07-01 08:54:43,FREDERICK STREET SOUTH,40,32,8,Open,Frederick Street South,53.341515,-6.256853,80.0
98,2019-07-01 10:00:00,2019-07-01 09:53:34,FREDERICK STREET SOUTH,40,30,10,Open,Frederick Street South,53.341515,-6.256853,75.0
98,2019-07-01 11:00:00,2019-07-01 10:56:23,FREDERICK STREET SOUTH,40,26,14,Open,Frederick Street South,53.341515,-6.256853,65.0
98,2019-07-01 12:00:00,2019-07-01 11:56:42,FREDERICK STREET SOUTH,40,11,29,Open,Frederick Street South,53.341515,-6.256853,27.500000000000004
98,2019-07-01 13:00:00,2019-07-01 12:55:55,FREDERICK STREET SOUTH,40,16,24,Open,Frederick Street South,53.341515,-6.256853,40.0
98,2019-07-01 14:00:00,2019-07-01 13:52:21,FREDERICK STREET SOUTH,40,16,24,Open,Frederick Street South,53.341515,-6.256853,40.0
98,2019-07-01 15:00:00,2019-07-01 14:49:29,FREDERICK STREET SOUTH,40,18,22,Open,Frederick Street South,53.341515,-6.256853,45.0
98,2019-07-01 16:00:00,2019-07-01 15:56:18,FREDERICK STREET SOUTH,40,20,20,Open,Frederick Street South,53.341515,-6.256853,50.0
98,2019-07-01 17:00:00,2019-07-01 16:59:19,FREDERICK STREET SOUTH,40,32,8,Open,Frederick Street South,53.341515,-6.256853,80.0
98,2019-07-01 18:00:00,2019-07-01 17:58:20,FREDERICK STREET SOUTH,40,39,1,Open,Frederick Street South,53.341515,-6.256853,97.5
98,2019-07-01 19:00:00,2019-07-01 18:56:10,FREDERICK STREET SOUTH,40,40,0,Open,Frederick Street South,53.341515,-6.256853,100.0
