STATION ID,TIME,CHANGE,Year,Month,Day,Weekday,Hour
69,2019-10-01 00:00:00,0.0,2019,10,01,Tuesday,0
69,2019-10-01 01:00:00,0.0,2019,10,01,Tuesday,1
69,2019-10-01 02:00:00,0.0,2019,10,01,Tuesday,2
69,2019-10-01 03:00:00,0.0,2019,10,01,Tuesday,3
69,2019-10-01 04:00:00,2.7784342658585546,2019,10,01,Tuesday,4
69,2019-10-01 05:00:00,3.6514837167011067,2019,10,01,Tuesday,5
69,2019-10-01 06:00:00,1.5642792899510294,2019,10,01,Tuesday,6
69,2019-10-01 07:00:00,1.5642792899510287,2019,10,01,Tuesday,7
69,2019-10-01 08:00:00,8.903523306687486,2019,10,01,Tuesday,8
69,2019-10-01 09:00:00,0.621581560508061,2019,10,01,Tuesday,9
69,2019-10-01 10:00:00,3.298300756266456,2019,10,01,Tuesday,10
69,2019-10-01 11:00:00,1.2401124093721456,2019,10,01,Tuesday,11
69,2019-10-01 12:00:00,1.4433756729740645,2019,10,01,Tuesday,12
69,2019-10-01 13:00:00,1.083624669450832,2019,10,01,Tuesday,13
69,2019-10-01 14:00:00,2.674231693686079,2019,10,01,Tuesday,14
69,2019-10-01 15:00:00,3.2566947363946475,2019,10,01,Tuesday,15
69,2019-10-01 16:00:00,4.962739956796837,2019,10,01,Tuesday,16
69,2019-10-01 17:00:00,1.5050420310248864,2019,10,01,Tuesday,17
69,2019-10-01 18:00:00,1.2792042981336624,2019,10,01,Tuesday,18
69,2019-10-01 19:00:00,0.5149286505444373,2019,10,01,Tuesday,19
69,2019-10-01 20:00:00,1.044465935734187,2019,10,01,Tuesday,20
69,2019-10-01 21:00:00,0.8876253645985945,2019,10,01,Tuesday,21
69,2019-10-01 22:00:00,0.2886751345948129,2019,10,01,Tuesday,22
69,2019-10-01 23:00:00,0.4522670168666455,2019,10,01,Tuesday,23
69,2019-10-02 00:00:00,0.0,2019,10,02,Wednesday,0
69,2019-10-02 01:00:00,0.0,2019,10,02,Wednesday,1
69,2019-10-02 02:00:00,0.0,2019,10,02,Wednesday,2
69,2019-10-02 03:00:00,0.0,2019,10,02,Wednesday,3
69,2019-10-02 04:00:00,2.5628464289109907,2019,10,02,Wednesday,4
69,2019-10-02 05:00:00,4.231913386293593,2019,10,02,Wednesday,5
69,2019-10-02 06:00:00,5.696224161404614,2019,10,02,Wednesday,6
69,2019-10-02 07:00:00,4.908249086070214,2019,10,02,Wednesday,7
69,2019-10-02 08:00:00,1.378954368902447,2019,10,02,Wednesday,8
69,2019-10-02 09:00:00,0.7929614610987592,2019,10,02,Wednesday,9
69,2019-10-02 10:00:00,0.7929614610987598,2019,10,02,Wednesday,10
69,2019-10-02 11:00:00,0.8348471099367214,2019,10,02,Wednesday,11
69,2019-10-02 12:00:00,0.6215815605080606,2019,10,02,Wednesday,12
69,2019-10-02 13:00:00,0.6215815605080606,2019,10,02,Wednesday,13
69,2019-10-02 14:00:00,3.3427896171076057,2019,10,02,Wednesday,14
69,2019-10-02 15:00:00,2.2962419891481978,2019,10,02,Wednesday,15
69,2019-10-02 16:00:00,9.523495665824063,2019,10,02,Wednesday,16
69,2019-10-02 17:00:00,1.348399724926484,2019,10,02,Wednesday,17
69,2019-10-02 18:00:00,0.7977240352174656,2019,10,02,Wednesday,18
69,2019-10-02 19:00:00,1.2880570286640687,2019,10,02,Wednesday,19
69,2019-10-02 20:00:00,0.49236596391733095,2019,10,02,Wednesday,20
69,2019-10-02 21:00:00,0.7385489458759965,2019,10,02,Wednesday,21
69,2019-10-02 22:00:00,0.5149286505444371,2019,10,02,Wednesday,22
69,2019-10-02 23:00:00,1.044465935734187,2019,10,02,Wednesday,23
69,2019-10-03 00:00:00,0.0,2019,10,03,Thursday,0
69,2019-10-03 01:00:00,0.0,2019,10,03,Thursday,1
69,2019-10-03 02:00:00,0.0,2019,10,03,Thursday,2
69,2019-10-03 03:00:00,0.0,2019,10,03,Thursday,3
69,2019-10-03 04:00:00,2.2343733444579583,2019,10,03,Thursday,4
69,2019-10-03 05:00:00,9.624385064968457,2019,10,03,Thursday,5
69,2019-10-03 06:00:00,3.298300756266455,2019,10,03,Thursday,6
69,2019-10-03 07:00:00,6.610368348055176,2019,10,03,Thursday,7
69,2019-10-03 08:00:00,0.6741998624632429,2019,10,03,Thursday,8
69,2019-10-03 09:00:00,3.366501646120692,2019,10,03,Thursday,9
69,2019-10-03 10:00:00,1.4142135623730956,2019,10,03,Thursday,10
69,2019-10-03 11:00:00,1.505042031024886,2019,10,03,Thursday,11
69,2019-10-03 12:00:00,1.0730867399773196,2019,10,03,Thursday,12
69,2019-10-03 13:00:00,0.9003366373785188,2019,10,03,Thursday,13
69,2019-10-03 14:00:00,0.6215815605080607,2019,10,03,Thursday,14
69,2019-10-03 15:00:00,2.1514618004482142,2019,10,03,Thursday,15
69,2019-10-03 16:00:00,6.095204274797946,2019,10,03,Thursday,16
69,2019-10-03 17:00:00,5.083395429327634,2019,10,03,Thursday,17
69,2019-10-03 18:00:00,1.378954368902449,2019,10,03,Thursday,18
69,2019-10-03 19:00:00,1.7320508075688772,2019,10,03,Thursday,19
69,2019-10-03 20:00:00,4.177863742936748,2019,10,03,Thursday,20
69,2019-10-03 21:00:00,0.6513389472789293,2019,10,03,Thursday,21
69,2019-10-03 22:00:00,1.4222261679238202,2019,10,03,Thursday,22
69,2019-10-03 23:00:00,0.5149286505444371,2019,10,03,Thursday,23
69,2019-10-04 00:00:00,0.0,2019,10,04,Friday,0
