STATION ID,TIME,LAST UPDATED,NAME,BIKE STANDS,AVAILABLE BIKE STANDS,AVAILABLE BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE,Usage
69,2019-04-01 00:00:00,2019-03-31 23:50:20,GRAND CANAL DOCK,40,8,32,Open,Grand Canal Dock,53.342636,-6.238695,20.0
69,2019-04-01 01:00:00,2019-04-01 00:51:15,GRAND CANAL DOCK,40,8,32,Open,Grand Canal Dock,53.342636,-6.238695,20.0
69,2019-04-01 02:00:00,2019-04-01 01:52:10,GRAND CANAL DOCK,40,8,32,Open,Grand Canal Dock,53.342636,-6.238695,20.0
69,2019-04-01 03:00:00,2019-04-01 02:52:58,GRAND CANAL DOCK,40,8,32,Open,Grand Canal Dock,53.342636,-6.238695,20.0
69,2019-04-01 04:00:00,2019-04-01 03:53:53,GRAND CANAL DOCK,40,8,32,Open,Grand Canal Dock,53.342636,-6.238695,20.0
69,2019-04-01 05:00:00,2019-04-01 04:56:31,GRAND CANAL DOCK,40,22,18,Open,Grand Canal Dock,53.342636,-6.238695,55.00000000000001
69,2019-04-01 06:00:00,2019-04-01 05:57:05,GRAND CANAL DOCK,40,10,30,Open,Grand Canal Dock,53.342636,-6.238695,25.0
69,2019-04-01 07:00:00,2019-04-01 06:55:26,GRAND CANAL DOCK,40,16,24,Open,Grand Canal Dock,53.342636,-6.238695,40.0
69,2019-04-01 08:00:00,2019-04-01 07:59:14,GRAND CANAL DOCK,40,6,34,Open,Grand Canal Dock,53.342636,-6.238695,15.0
69,2019-04-01 09:00:00,2019-04-01 08:59:35,GRAND CANAL DOCK,40,1,39,Open,Grand Canal Dock,53.342636,-6.238695,2.5
69,2019-04-01 10:00:00,2019-04-01 09:56:39,GRAND CANAL DOCK,40,0,40,Open,Grand Canal Dock,53.342636,-6.238695,0.0
69,2019-04-01 11:00:00,2019-04-01 10:56:33,GRAND CANAL DOCK,40,1,39,Open,Grand Canal Dock,53.342636,-6.238695,2.5
69,2019-04-01 12:00:00,2019-04-01 11:58:36,GRAND CANAL DOCK,40,2,38,Open,Grand Canal Dock,53.342636,-6.238695,5.0
69,2019-04-01 13:00:00,2019-04-01 13:00:02,GRAND CANAL DOCK,40,0,40,Open,Grand Canal Dock,53.342636,-6.238695,0.0
69,2019-04-01 14:00:00,2019-04-01 13:53:41,GRAND CANAL DOCK,40,1,39,Open,Grand Canal Dock,53.342636,-6.238695,2.5
69,2019-04-01 15:00:00,2019-04-01 14:58:01,GRAND CANAL DOCK,40,7,33,Open,Grand Canal Dock,53.342636,-6.238695,17.5
69,2019-04-01 16:00:00,2019-04-01 15:58:50,GRAND CANAL DOCK,40,6,34,Open,Grand Canal Dock,53.342636,-6.238695,15.0
69,2019-04-01 17:00:00,2019-04-01 17:00:00,GRAND CANAL DOCK,40,17,23,Open,Grand Canal Dock,53.342636,-6.238695,42.5
69,2019-04-01 18:00:00,2019-04-01 17:58:27,GRAND CANAL DOCK,40,35,5,Open,Grand Canal Dock,53.342636,-6.238695,87.5
69,2019-04-01 19:00:00,2019-04-01 18:58:06,GRAND CANAL DOCK,40,37,3,Open,Grand Canal Dock,53.342636,-6.238695,92.5
69,2019-04-01 20:00:00,2019-04-01 19:58:52,GRAND CANAL DOCK,40,32,8,Open,Grand Canal Dock,53.342636,-6.238695,80.0
69,2019-04-01 21:00:00,2019-04-01 20:55:35,GRAND CANAL DOCK,40,28,12,Open,Grand Canal Dock,53.342636,-6.238695,70.0
69,2019-04-01 22:00:00,2019-04-01 21:57:08,GRAND CANAL DOCK,40,31,9,Open,Grand Canal Dock,53.342636,-6.238695,77.5
69,2019-04-01 23:00:00,2019-04-01 22:51:30,GRAND CANAL DOCK,40,31,9,Open,Grand Canal Dock,53.342636,-6.238695,77.5
75,2019-04-01 00:00:00,2019-03-31 23:53:25,JAMES STREET,40,28,12,Open,James Street,53.343456,-6.287409,70.0
75,2019-04-01 01:00:00,2019-04-01 00:54:14,JAMES STREET,40,28,12,Open,James Street,53.343456,-6.287409,70.0
75,2019-04-01 02:00:00,2019-04-01 01:55:02,JAMES STREET,40,28,12,Open,James Street,53.343456,-6.287409,70.0
75,2019-04-01 03:00:00,2019-04-01 02:57:39,JAMES STREET,40,28,12,Open,James Street,53.343456,-6.287409,70.0
75,2019-04-01 04:00:00,2019-04-01 03:58:34,JAMES STREET,40,28,12,Open,James Street,53.343456,-6.287409,70.0
75,2019-04-01 05:00:00,2019-04-01 04:52:56,JAMES STREET,40,29,11,Open,James Street,53.343456,-6.287409,72.5
75,2019-04-01 06:00:00,2019-04-01 05:56:43,JAMES STREET,40,29,11,Open,James Street,53.343456,-6.287409,72.5
75,2019-04-01 07:00:00,2019-04-01 06:59:31,JAMES STREET,40,37,3,Open,James Street,53.343456,-6.287409,92.5
75,2019-04-01 08:00:00,2019-04-01 07:55:18,JAMES STREET,40,40,0,Open,James Street,53.343456,-6.287409,100.0
75,2019-04-01 09:00:00,2019-04-01 08:50:31,JAMES STREET,40,40,0,Open,James Street,53.343456,-6.287409,100.0
75,2019-04-01 10:00:00,2019-04-01 09:51:25,JAMES STREET,40,40,0,Open,James Street,53.343456,-6.287409,100.0
75,2019-04-01 11:00:00,2019-04-01 10:52:20,JAMES STREET,40,40,0,Open,James Street,53.343456,-6.287409,100.0
75,2019-04-01 12:00:00,2019-04-01 11:56:01,JAMES STREET,40,38,2,Open,James Street,53.343456,-6.287409,95.0
75,2019-04-01 13:00:00,2019-04-01 12:59:58,JAMES STREET,40,38,2,Open,James Street,53.343456,-6.287409,95.0
75,2019-04-01 14:00:00,2019-04-01 13:59:30,JAMES STREET,40,38,2,Open,James Street,53.343456,-6.287409,95.0
75,2019-04-01 15:00:00,2019-04-01 14:53:23,JAMES STREET,40,36,4,Open,James Street,53.343456,-6.287409,90.0
75,2019-04-01 16:00:00,2019-04-01 15:58:06,JAMES STREET,40,28,12,Open,James Street,53.343456,-6.287409,70.0
75,2019-04-01 17:00:00,2019-04-01 16:54:09,JAMES STREET,40,18,22,Open,James Street,53.343456,-6.287409,45.0
75,2019-04-01 18:00:00,2019-04-01 17:58:25,JAMES STREET,40,3,37,Open,James Street,53.343456,-6.287409,7.5
75,2019-04-01 19:00:00,2019-04-01 18:52:34,JAMES STREET,40,0,40,Open,James Street,53.343456,-6.287409,0.0
75,2019-04-01 20:00:00,2019-04-01 19:51:02,JAMES STREET,40,0,40,Open,James Street,53.343456,-6.287409,0.0
75,2019-04-01 21:00:00,2019-04-01 20:53:32,JAMES STREET,40,1,39,Open,James Street,53.343456,-6.287409,2.5
75,2019-04-01 22:00:00,2019-04-01 21:58:48,JAMES STREET,40,0,40,Open,James Street,53.343456,-6.287409,0.0
75,2019-04-01 23:00:00,2019-04-01 22:58:37,JAMES STREET,40,0,40,Open,James Street,53.343456,-6.287409,0.0
98,2019-04-01 00:00:00,2019-03-31 23:53:36,FREDERICK STREET SOUTH,40,16,24,Open,Frederick Street South,53.341515,-6.256853,40.0
98,2019-04-01 01:00:00,2019-04-01 00:54:28,FREDERICK STREET SOUTH,40,16,24,Open,Frederick Street South,53.341515,-6.256853,40.0
98,2019-04-01 02:00:00,2019-04-01 01:55:20,FREDERICK STREET SOUTH,40,16,24,Open,Frederick Street South,53.341515,-6.256853,40.0
