,STATION ID,TIME,NAME,BIKE STANDS,AVAILABLE BIKE STANDS,Usage
989315,69,2018-09-01 15:00:00,GRAND CANAL DOCK,40,28,70.0
989327,69,2018-09-01 16:00:00,GRAND CANAL DOCK,40,31,77.5
989339,69,2018-09-01 17:00:00,GRAND CANAL DOCK,40,30,75.0
989350,69,2018-09-01 18:00:00,GRAND CANAL DOCK,40,30,75.0
989362,69,2018-09-01 19:00:00,GRAND CANAL DOCK,40,27,67.5
989374,69,2018-09-01 20:00:00,GRAND CANAL DOCK,40,32,80.0
989386,69,2018-09-01 21:00:00,GRAND CANAL DOCK,40,30,75.0
989398,69,2018-09-01 22:00:00,GRAND CANAL DOCK,40,34,85.0
989410,69,2018-09-01 23:00:00,GRAND CANAL DOCK,40,37,92.5
990842,75,2018-09-01 00:00:00,JAMES STREET,40,9,22.5
990854,75,2018-09-01 01:00:00,JAMES STREET,40,9,22.5
990866,75,2018-09-01 02:00:00,JAMES STREET,40,9,22.5
990878,75,2018-09-01 03:00:00,JAMES STREET,40,9,22.5
990890,75,2018-09-01 04:00:00,JAMES STREET,40,9,22.5
990902,75,2018-09-01 05:00:00,JAMES STREET,40,9,22.5
990913,75,2018-09-01 06:00:00,JAMES STREET,40,10,25.0
990925,75,2018-09-01 07:00:00,JAMES STREET,40,11,27.500000000000004
990937,75,2018-09-01 08:00:00,JAMES STREET,40,10,25.0
990949,75,2018-09-01 09:00:00,JAMES STREET,40,9,22.5
990961,75,2018-09-01 10:00:00,JAMES STREET,40,8,20.0
990972,75,2018-09-01 11:00:00,JAMES STREET,40,4,10.0
990984,75,2018-09-01 12:00:00,JAMES STREET,40,6,15.0
990995,75,2018-09-01 13:00:00,JAMES STREET,40,5,12.5
991007,75,2018-09-01 14:00:00,JAMES STREET,40,5,12.5
991019,75,2018-09-01 15:00:00,JAMES STREET,40,1,2.5
991031,75,2018-09-01 16:00:00,JAMES STREET,40,0,0.0
991043,75,2018-09-01 17:00:00,JAMES STREET,40,3,7.5
991054,75,2018-09-01 18:00:00,JAMES STREET,40,8,20.0
991066,75,2018-09-01 19:00:00,JAMES STREET,40,7,17.5
991078,75,2018-09-01 20:00:00,JAMES STREET,40,10,25.0
991090,75,2018-09-01 21:00:00,JAMES STREET,40,6,15.0
991102,75,2018-09-01 22:00:00,JAMES STREET,40,6,15.0
991114,75,2018-09-01 23:00:00,JAMES STREET,40,1,2.5
997374,98,2018-09-01 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
997386,98,2018-09-01 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
997398,98,2018-09-01 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
997410,98,2018-09-01 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
997422,98,2018-09-01 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
997434,98,2018-09-01 05:00:00,FREDERICK STREET SOUTH,40,39,97.5
997445,98,2018-09-01 06:00:00,FREDERICK STREET SOUTH,40,39,97.5
997457,98,2018-09-01 07:00:00,FREDERICK STREET SOUTH,40,37,92.5
997469,98,2018-09-01 08:00:00,FREDERICK STREET SOUTH,40,34,85.0
997481,98,2018-09-01 09:00:00,FREDERICK STREET SOUTH,40,34,85.0
997493,98,2018-09-01 10:00:00,FREDERICK STREET SOUTH,40,35,87.5
997504,98,2018-09-01 11:00:00,FREDERICK STREET SOUTH,40,38,95.0
997516,98,2018-09-01 12:00:00,FREDERICK STREET SOUTH,40,35,87.5
997527,98,2018-09-01 13:00:00,FREDERICK STREET SOUTH,40,31,77.5
997539,98,2018-09-01 14:00:00,FREDERICK STREET SOUTH,40,27,67.5
997551,98,2018-09-01 15:00:00,FREDERICK STREET SOUTH,40,24,60.0
997563,98,2018-09-01 16:00:00,FREDERICK STREET SOUTH,40,21,52.5
997575,98,2018-09-01 17:00:00,FREDERICK STREET SOUTH,40,28,70.0
997586,98,2018-09-01 18:00:00,FREDERICK STREET SOUTH,40,30,75.0
997598,98,2018-09-01 19:00:00,FREDERICK STREET SOUTH,40,31,77.5
997610,98,2018-09-01 20:00:00,FREDERICK STREET SOUTH,40,31,77.5
997622,98,2018-09-01 21:00:00,FREDERICK STREET SOUTH,40,31,77.5
997634,98,2018-09-01 22:00:00,FREDERICK STREET SOUTH,40,33,82.5
997646,98,2018-09-01 23:00:00,FREDERICK STREET SOUTH,40,36,90.0
1020611,69,2018-09-02 00:00:00,GRAND CANAL DOCK,40,38,95.0
1020634,69,2018-09-02 02:00:00,GRAND CANAL DOCK,40,38,95.0
1020646,69,2018-09-02 03:00:00,GRAND CANAL DOCK,40,38,95.0
1020657,69,2018-09-02 04:00:00,GRAND CANAL DOCK,40,38,95.0
1020667,69,2018-09-02 05:00:00,GRAND CANAL DOCK,40,37,92.5
1020679,69,2018-09-02 06:00:00,GRAND CANAL DOCK,40,36,90.0
1020691,69,2018-09-02 07:00:00,GRAND CANAL DOCK,40,37,92.5
1020701,69,2018-09-02 08:00:00,GRAND CANAL DOCK,40,36,90.0
1020713,69,2018-09-02 09:00:00,GRAND CANAL DOCK,40,36,90.0
1020725,69,2018-09-02 10:00:00,GRAND CANAL DOCK,40,31,77.5
1020737,69,2018-09-02 11:00:00,GRAND CANAL DOCK,40,25,62.5
1020749,69,2018-09-02 12:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
1020760,69,2018-09-02 13:00:00,GRAND CANAL DOCK,40,21,52.5
1020772,69,2018-09-02 14:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
1020784,69,2018-09-02 15:00:00,GRAND CANAL DOCK,40,24,60.0
1020806,69,2018-09-02 17:00:00,GRAND CANAL DOCK,40,32,80.0
1020818,69,2018-09-02 18:00:00,GRAND CANAL DOCK,40,30,75.0
1020830,69,2018-09-02 19:00:00,GRAND CANAL DOCK,40,31,77.5
1020842,69,2018-09-02 20:00:00,GRAND CANAL DOCK,40,29,72.5
1020854,69,2018-09-02 21:00:00,GRAND CANAL DOCK,40,27,67.5
1020866,69,2018-09-02 22:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
1020878,69,2018-09-02 23:00:00,GRAND CANAL DOCK,40,21,52.5
1022285,75,2018-09-02 00:00:00,JAMES STREET,40,0,0.0
1022308,75,2018-09-02 02:00:00,JAMES STREET,40,0,0.0
1022320,75,2018-09-02 03:00:00,JAMES STREET,40,0,0.0
1022331,75,2018-09-02 04:00:00,JAMES STREET,40,0,0.0
1022341,75,2018-09-02 05:00:00,JAMES STREET,40,0,0.0
1022353,75,2018-09-02 06:00:00,JAMES STREET,40,2,5.0
1022365,75,2018-09-02 07:00:00,JAMES STREET,40,3,7.5
1022375,75,2018-09-02 08:00:00,JAMES STREET,40,3,7.5
1022387,75,2018-09-02 09:00:00,JAMES STREET,40,4,10.0
1022399,75,2018-09-02 10:00:00,JAMES STREET,40,2,5.0
1022411,75,2018-09-02 11:00:00,JAMES STREET,40,6,15.0
1022423,75,2018-09-02 12:00:00,JAMES STREET,40,3,7.5
1022434,75,2018-09-02 13:00:00,JAMES STREET,40,7,17.5
1022446,75,2018-09-02 14:00:00,JAMES STREET,40,3,7.5
1022458,75,2018-09-02 15:00:00,JAMES STREET,40,3,7.5
1022480,75,2018-09-02 17:00:00,JAMES STREET,40,26,65.0
1022492,75,2018-09-02 18:00:00,JAMES STREET,40,26,65.0
1022504,75,2018-09-02 19:00:00,JAMES STREET,40,29,72.5
1022516,75,2018-09-02 20:00:00,JAMES STREET,40,32,80.0
1022528,75,2018-09-02 21:00:00,JAMES STREET,40,29,72.5
1022540,75,2018-09-02 22:00:00,JAMES STREET,40,30,75.0
1022552,75,2018-09-02 23:00:00,JAMES STREET,40,28,70.0
1028702,98,2018-09-02 00:00:00,FREDERICK STREET SOUTH,40,36,90.0
1028725,98,2018-09-02 02:00:00,FREDERICK STREET SOUTH,40,36,90.0
1028737,98,2018-09-02 03:00:00,FREDERICK STREET SOUTH,40,36,90.0
1028748,98,2018-09-02 04:00:00,FREDERICK STREET SOUTH,40,36,90.0
1028758,98,2018-09-02 05:00:00,FREDERICK STREET SOUTH,40,36,90.0
1028770,98,2018-09-02 06:00:00,FREDERICK STREET SOUTH,40,36,90.0
1028782,98,2018-09-02 07:00:00,FREDERICK STREET SOUTH,40,36,90.0
1028792,98,2018-09-02 08:00:00,FREDERICK STREET SOUTH,40,34,85.0
1028804,98,2018-09-02 09:00:00,FREDERICK STREET SOUTH,40,34,85.0
1028816,98,2018-09-02 10:00:00,FREDERICK STREET SOUTH,40,33,82.5
1028828,98,2018-09-02 11:00:00,FREDERICK STREET SOUTH,40,32,80.0
1028840,98,2018-09-02 12:00:00,FREDERICK STREET SOUTH,40,27,67.5
1028851,98,2018-09-02 13:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
1028863,98,2018-09-02 14:00:00,FREDERICK STREET SOUTH,40,16,40.0
1028875,98,2018-09-02 15:00:00,FREDERICK STREET SOUTH,40,14,35.0
1028897,98,2018-09-02 17:00:00,FREDERICK STREET SOUTH,40,14,35.0
1028909,98,2018-09-02 18:00:00,FREDERICK STREET SOUTH,40,14,35.0
1028921,98,2018-09-02 19:00:00,FREDERICK STREET SOUTH,40,15,37.5
1028933,98,2018-09-02 20:00:00,FREDERICK STREET SOUTH,40,16,40.0
1028945,98,2018-09-02 21:00:00,FREDERICK STREET SOUTH,40,16,40.0
1028957,98,2018-09-02 22:00:00,FREDERICK STREET SOUTH,40,15,37.5
1028969,98,2018-09-02 23:00:00,FREDERICK STREET SOUTH,40,17,42.5
1051926,69,2018-09-03 00:00:00,GRAND CANAL DOCK,40,21,52.5
1051938,69,2018-09-03 01:00:00,GRAND CANAL DOCK,40,21,52.5
1051950,69,2018-09-03 02:00:00,GRAND CANAL DOCK,40,21,52.5
1051962,69,2018-09-03 03:00:00,GRAND CANAL DOCK,40,21,52.5
1051973,69,2018-09-03 04:00:00,GRAND CANAL DOCK,40,21,52.5
1051985,69,2018-09-03 05:00:00,GRAND CANAL DOCK,40,31,77.5
1051997,69,2018-09-03 06:00:00,GRAND CANAL DOCK,40,18,45.0
1052009,69,2018-09-03 07:00:00,GRAND CANAL DOCK,40,20,50.0
1052020,69,2018-09-03 08:00:00,GRAND CANAL DOCK,40,1,2.5
1052032,69,2018-09-03 09:00:00,GRAND CANAL DOCK,40,0,0.0
1052043,69,2018-09-03 10:00:00,GRAND CANAL DOCK,40,1,2.5
1052055,69,2018-09-03 11:00:00,GRAND CANAL DOCK,40,1,2.5
1052066,69,2018-09-03 12:00:00,GRAND CANAL DOCK,40,1,2.5
1052078,69,2018-09-03 13:00:00,GRAND CANAL DOCK,40,2,5.0
1052090,69,2018-09-03 14:00:00,GRAND CANAL DOCK,40,9,22.5
1052102,69,2018-09-03 15:00:00,GRAND CANAL DOCK,40,5,12.5
1052113,69,2018-09-03 16:00:00,GRAND CANAL DOCK,40,10,25.0
1052125,69,2018-09-03 17:00:00,GRAND CANAL DOCK,40,40,100.0
1052148,69,2018-09-03 19:00:00,GRAND CANAL DOCK,40,38,95.0
1052159,69,2018-09-03 20:00:00,GRAND CANAL DOCK,40,40,100.0
1052170,69,2018-09-03 21:00:00,GRAND CANAL DOCK,40,35,87.5
1052182,69,2018-09-03 22:00:00,GRAND CANAL DOCK,40,34,85.0
1052194,69,2018-09-03 23:00:00,GRAND CANAL DOCK,40,38,95.0
1053606,75,2018-09-03 00:00:00,JAMES STREET,40,27,67.5
1053618,75,2018-09-03 01:00:00,JAMES STREET,40,27,67.5
1053630,75,2018-09-03 02:00:00,JAMES STREET,40,27,67.5
1053642,75,2018-09-03 03:00:00,JAMES STREET,40,27,67.5
1053653,75,2018-09-03 04:00:00,JAMES STREET,40,27,67.5
1053665,75,2018-09-03 05:00:00,JAMES STREET,40,26,65.0
1053677,75,2018-09-03 06:00:00,JAMES STREET,40,28,70.0
1053689,75,2018-09-03 07:00:00,JAMES STREET,40,35,87.5
1053700,75,2018-09-03 08:00:00,JAMES STREET,40,40,100.0
1053712,75,2018-09-03 09:00:00,JAMES STREET,40,39,97.5
1053723,75,2018-09-03 10:00:00,JAMES STREET,40,38,95.0
1053735,75,2018-09-03 11:00:00,JAMES STREET,40,40,100.0
1053746,75,2018-09-03 12:00:00,JAMES STREET,40,39,97.5
1053758,75,2018-09-03 13:00:00,JAMES STREET,40,39,97.5
1053770,75,2018-09-03 14:00:00,JAMES STREET,40,40,100.0
1053782,75,2018-09-03 15:00:00,JAMES STREET,40,40,100.0
1053793,75,2018-09-03 16:00:00,JAMES STREET,40,35,87.5
1053805,75,2018-09-03 17:00:00,JAMES STREET,40,35,87.5
1053828,75,2018-09-03 19:00:00,JAMES STREET,40,31,77.5
1053839,75,2018-09-03 20:00:00,JAMES STREET,40,30,75.0
1053850,75,2018-09-03 21:00:00,JAMES STREET,40,31,77.5
1053862,75,2018-09-03 22:00:00,JAMES STREET,40,31,77.5
1053874,75,2018-09-03 23:00:00,JAMES STREET,40,27,67.5
1060046,98,2018-09-03 00:00:00,FREDERICK STREET SOUTH,40,18,45.0
1060058,98,2018-09-03 01:00:00,FREDERICK STREET SOUTH,40,18,45.0
1060070,98,2018-09-03 02:00:00,FREDERICK STREET SOUTH,40,18,45.0
1060082,98,2018-09-03 03:00:00,FREDERICK STREET SOUTH,40,18,45.0
1060093,98,2018-09-03 04:00:00,FREDERICK STREET SOUTH,40,18,45.0
1060105,98,2018-09-03 05:00:00,FREDERICK STREET SOUTH,40,20,50.0
1060117,98,2018-09-03 06:00:00,FREDERICK STREET SOUTH,40,17,42.5
1060129,98,2018-09-03 07:00:00,FREDERICK STREET SOUTH,40,10,25.0
1060140,98,2018-09-03 08:00:00,FREDERICK STREET SOUTH,40,3,7.5
1060152,98,2018-09-03 09:00:00,FREDERICK STREET SOUTH,40,0,0.0
1060163,98,2018-09-03 10:00:00,FREDERICK STREET SOUTH,40,0,0.0
1060175,98,2018-09-03 11:00:00,FREDERICK STREET SOUTH,40,0,0.0
1060186,98,2018-09-03 12:00:00,FREDERICK STREET SOUTH,40,8,20.0
1060198,98,2018-09-03 13:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
1060210,98,2018-09-03 14:00:00,FREDERICK STREET SOUTH,40,15,37.5
1060222,98,2018-09-03 15:00:00,FREDERICK STREET SOUTH,40,12,30.0
1060233,98,2018-09-03 16:00:00,FREDERICK STREET SOUTH,40,21,52.5
1060245,98,2018-09-03 17:00:00,FREDERICK STREET SOUTH,40,25,62.5
1060268,98,2018-09-03 19:00:00,FREDERICK STREET SOUTH,40,40,100.0
1060279,98,2018-09-03 20:00:00,FREDERICK STREET SOUTH,40,40,100.0
1060290,98,2018-09-03 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
1060302,98,2018-09-03 22:00:00,FREDERICK STREET SOUTH,40,39,97.5
1060314,98,2018-09-03 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
1083487,69,2018-09-04 00:00:00,GRAND CANAL DOCK,40,38,95.0
1083499,69,2018-09-04 01:00:00,GRAND CANAL DOCK,40,38,95.0
1083511,69,2018-09-04 02:00:00,GRAND CANAL DOCK,40,38,95.0
1083523,69,2018-09-04 03:00:00,GRAND CANAL DOCK,40,38,95.0
1083534,69,2018-09-04 04:00:00,GRAND CANAL DOCK,40,38,95.0
1083546,69,2018-09-04 05:00:00,GRAND CANAL DOCK,40,31,77.5
1083558,69,2018-09-04 06:00:00,GRAND CANAL DOCK,40,26,65.0
1083581,69,2018-09-04 08:00:00,GRAND CANAL DOCK,40,6,15.0
1083592,69,2018-09-04 09:00:00,GRAND CANAL DOCK,40,0,0.0
1083604,69,2018-09-04 10:00:00,GRAND CANAL DOCK,40,1,2.5
1083616,69,2018-09-04 11:00:00,GRAND CANAL DOCK,40,2,5.0
1083628,69,2018-09-04 12:00:00,GRAND CANAL DOCK,40,0,0.0
1083639,69,2018-09-04 13:00:00,GRAND CANAL DOCK,40,3,7.5
1083651,69,2018-09-04 14:00:00,GRAND CANAL DOCK,40,21,52.5
1083663,69,2018-09-04 15:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
1083675,69,2018-09-04 16:00:00,GRAND CANAL DOCK,40,39,97.5
1083687,69,2018-09-04 17:00:00,GRAND CANAL DOCK,40,37,92.5
1083699,69,2018-09-04 18:00:00,GRAND CANAL DOCK,40,40,100.0
1083711,69,2018-09-04 19:00:00,GRAND CANAL DOCK,40,40,100.0
1083723,69,2018-09-04 20:00:00,GRAND CANAL DOCK,40,39,97.5
1083735,69,2018-09-04 21:00:00,GRAND CANAL DOCK,40,40,100.0
1083747,69,2018-09-04 22:00:00,GRAND CANAL DOCK,40,40,100.0
1083759,69,2018-09-04 23:00:00,GRAND CANAL DOCK,40,40,100.0
1085185,75,2018-09-04 00:00:00,JAMES STREET,40,25,62.5
1085197,75,2018-09-04 01:00:00,JAMES STREET,40,25,62.5
1085209,75,2018-09-04 02:00:00,JAMES STREET,40,25,62.5
1085221,75,2018-09-04 03:00:00,JAMES STREET,40,25,62.5
1085232,75,2018-09-04 04:00:00,JAMES STREET,40,25,62.5
1085244,75,2018-09-04 05:00:00,JAMES STREET,40,26,65.0
1085256,75,2018-09-04 06:00:00,JAMES STREET,40,30,75.0
1085279,75,2018-09-04 08:00:00,JAMES STREET,40,38,95.0
1085290,75,2018-09-04 09:00:00,JAMES STREET,40,40,100.0
1085302,75,2018-09-04 10:00:00,JAMES STREET,40,40,100.0
1085314,75,2018-09-04 11:00:00,JAMES STREET,40,37,92.5
1085326,75,2018-09-04 12:00:00,JAMES STREET,40,36,90.0
1085337,75,2018-09-04 13:00:00,JAMES STREET,40,36,90.0
1085349,75,2018-09-04 14:00:00,JAMES STREET,40,38,95.0
1085361,75,2018-09-04 15:00:00,JAMES STREET,40,39,97.5
1085373,75,2018-09-04 16:00:00,JAMES STREET,40,38,95.0
1085385,75,2018-09-04 17:00:00,JAMES STREET,40,29,72.5
1085397,75,2018-09-04 18:00:00,JAMES STREET,40,19,47.5
1085409,75,2018-09-04 19:00:00,JAMES STREET,40,16,40.0
1085421,75,2018-09-04 20:00:00,JAMES STREET,40,13,32.5
1085433,75,2018-09-04 21:00:00,JAMES STREET,40,5,12.5
1085445,75,2018-09-04 22:00:00,JAMES STREET,40,2,5.0
1085457,75,2018-09-04 23:00:00,JAMES STREET,40,0,0.0
1091694,98,2018-09-04 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091706,98,2018-09-04 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091718,98,2018-09-04 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091730,98,2018-09-04 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091741,98,2018-09-04 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091753,98,2018-09-04 05:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091765,98,2018-09-04 06:00:00,FREDERICK STREET SOUTH,40,36,90.0
1091788,98,2018-09-04 08:00:00,FREDERICK STREET SOUTH,40,30,75.0
1091799,98,2018-09-04 09:00:00,FREDERICK STREET SOUTH,40,25,62.5
1091811,98,2018-09-04 10:00:00,FREDERICK STREET SOUTH,40,20,50.0
1091823,98,2018-09-04 11:00:00,FREDERICK STREET SOUTH,40,16,40.0
1091835,98,2018-09-04 12:00:00,FREDERICK STREET SOUTH,40,4,10.0
1091846,98,2018-09-04 13:00:00,FREDERICK STREET SOUTH,40,10,25.0
1091858,98,2018-09-04 14:00:00,FREDERICK STREET SOUTH,40,9,22.5
1091870,98,2018-09-04 15:00:00,FREDERICK STREET SOUTH,40,14,35.0
1091882,98,2018-09-04 16:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
1091894,98,2018-09-04 17:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091906,98,2018-09-04 18:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091918,98,2018-09-04 19:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091930,98,2018-09-04 20:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091942,98,2018-09-04 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
1091954,98,2018-09-04 22:00:00,FREDERICK STREET SOUTH,40,39,97.5
1091966,98,2018-09-04 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
1114781,69,2018-09-05 00:00:00,GRAND CANAL DOCK,40,39,97.5
1114802,69,2018-09-05 02:00:00,GRAND CANAL DOCK,40,39,97.5
1114824,69,2018-09-05 04:00:00,GRAND CANAL DOCK,40,39,97.5
1114836,69,2018-09-05 05:00:00,GRAND CANAL DOCK,40,35,87.5
1114847,69,2018-09-05 06:00:00,GRAND CANAL DOCK,40,30,75.0
1114869,69,2018-09-05 08:00:00,GRAND CANAL DOCK,40,0,0.0
1114881,69,2018-09-05 09:00:00,GRAND CANAL DOCK,40,0,0.0
1114893,69,2018-09-05 10:00:00,GRAND CANAL DOCK,40,0,0.0
1114905,69,2018-09-05 11:00:00,GRAND CANAL DOCK,40,2,5.0
1114917,69,2018-09-05 12:00:00,GRAND CANAL DOCK,40,6,15.0
1114929,69,2018-09-05 13:00:00,GRAND CANAL DOCK,40,3,7.5
1114940,69,2018-09-05 14:00:00,GRAND CANAL DOCK,40,9,22.5
1114952,69,2018-09-05 15:00:00,GRAND CANAL DOCK,40,15,37.5
1114964,69,2018-09-05 16:00:00,GRAND CANAL DOCK,40,26,65.0
1114975,69,2018-09-05 17:00:00,GRAND CANAL DOCK,40,39,97.5
1114987,69,2018-09-05 18:00:00,GRAND CANAL DOCK,40,37,92.5
1114999,69,2018-09-05 19:00:00,GRAND CANAL DOCK,40,35,87.5
1115011,69,2018-09-05 20:00:00,GRAND CANAL DOCK,40,38,95.0
1115022,69,2018-09-05 21:00:00,GRAND CANAL DOCK,40,40,100.0
1115034,69,2018-09-05 22:00:00,GRAND CANAL DOCK,40,40,100.0
1115046,69,2018-09-05 23:00:00,GRAND CANAL DOCK,40,37,92.5
1116443,75,2018-09-05 00:00:00,JAMES STREET,40,0,0.0
1116464,75,2018-09-05 02:00:00,JAMES STREET,40,0,0.0
1116486,75,2018-09-05 04:00:00,JAMES STREET,40,0,0.0
1116498,75,2018-09-05 05:00:00,JAMES STREET,40,2,5.0
1116509,75,2018-09-05 06:00:00,JAMES STREET,40,2,5.0
1116531,75,2018-09-05 08:00:00,JAMES STREET,40,36,90.0
1116543,75,2018-09-05 09:00:00,JAMES STREET,40,40,100.0
1116555,75,2018-09-05 10:00:00,JAMES STREET,40,40,100.0
1116567,75,2018-09-05 11:00:00,JAMES STREET,40,38,95.0
1116579,75,2018-09-05 12:00:00,JAMES STREET,40,40,100.0
1116591,75,2018-09-05 13:00:00,JAMES STREET,40,37,92.5
1116602,75,2018-09-05 14:00:00,JAMES STREET,40,38,95.0
1116614,75,2018-09-05 15:00:00,JAMES STREET,40,33,82.5
1116626,75,2018-09-05 16:00:00,JAMES STREET,40,30,75.0
1116637,75,2018-09-05 17:00:00,JAMES STREET,40,29,72.5
1116649,75,2018-09-05 18:00:00,JAMES STREET,40,12,30.0
1116661,75,2018-09-05 19:00:00,JAMES STREET,40,13,32.5
1116673,75,2018-09-05 20:00:00,JAMES STREET,40,14,35.0
1116684,75,2018-09-05 21:00:00,JAMES STREET,40,13,32.5
1116696,75,2018-09-05 22:00:00,JAMES STREET,40,8,20.0
1116708,75,2018-09-05 23:00:00,JAMES STREET,40,4,10.0
1122814,98,2018-09-05 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
1122835,98,2018-09-05 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
1122857,98,2018-09-05 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
1122869,98,2018-09-05 05:00:00,FREDERICK STREET SOUTH,40,40,100.0
1122880,98,2018-09-05 06:00:00,FREDERICK STREET SOUTH,40,35,87.5
1122902,98,2018-09-05 08:00:00,FREDERICK STREET SOUTH,40,32,80.0
1122914,98,2018-09-05 09:00:00,FREDERICK STREET SOUTH,40,33,82.5
1122926,98,2018-09-05 10:00:00,FREDERICK STREET SOUTH,40,31,77.5
1122938,98,2018-09-05 11:00:00,FREDERICK STREET SOUTH,40,27,67.5
1122950,98,2018-09-05 12:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
1122962,98,2018-09-05 13:00:00,FREDERICK STREET SOUTH,40,27,67.5
1122973,98,2018-09-05 14:00:00,FREDERICK STREET SOUTH,40,25,62.5
1122985,98,2018-09-05 15:00:00,FREDERICK STREET SOUTH,40,31,77.5
1122997,98,2018-09-05 16:00:00,FREDERICK STREET SOUTH,40,34,85.0
1123008,98,2018-09-05 17:00:00,FREDERICK STREET SOUTH,40,38,95.0
1123020,98,2018-09-05 18:00:00,FREDERICK STREET SOUTH,40,40,100.0
1123032,98,2018-09-05 19:00:00,FREDERICK STREET SOUTH,40,40,100.0
1123044,98,2018-09-05 20:00:00,FREDERICK STREET SOUTH,40,40,100.0
1123055,98,2018-09-05 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
1123067,98,2018-09-05 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
1123079,98,2018-09-05 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
1146183,69,2018-09-06 00:00:00,GRAND CANAL DOCK,40,39,97.5
1146195,69,2018-09-06 01:00:00,GRAND CANAL DOCK,40,39,97.5
1146206,69,2018-09-06 02:00:00,GRAND CANAL DOCK,40,39,97.5
1146218,69,2018-09-06 03:00:00,GRAND CANAL DOCK,40,39,97.5
1146230,69,2018-09-06 04:00:00,GRAND CANAL DOCK,40,39,97.5
1146242,69,2018-09-06 05:00:00,GRAND CANAL DOCK,40,33,82.5
1146253,69,2018-09-06 06:00:00,GRAND CANAL DOCK,40,21,52.5
1146265,69,2018-09-06 07:00:00,GRAND CANAL DOCK,40,34,85.0
1146275,69,2018-09-06 08:00:00,GRAND CANAL DOCK,40,29,72.5
1146287,69,2018-09-06 09:00:00,GRAND CANAL DOCK,40,16,40.0
1146298,69,2018-09-06 10:00:00,GRAND CANAL DOCK,40,13,32.5
1146310,69,2018-09-06 11:00:00,GRAND CANAL DOCK,40,12,30.0
1146322,69,2018-09-06 12:00:00,GRAND CANAL DOCK,40,9,22.5
1146344,69,2018-09-06 14:00:00,GRAND CANAL DOCK,40,10,25.0
1146356,69,2018-09-06 15:00:00,GRAND CANAL DOCK,40,15,37.5
1146368,69,2018-09-06 16:00:00,GRAND CANAL DOCK,40,22,55.00000000000001
1146380,69,2018-09-06 17:00:00,GRAND CANAL DOCK,40,40,100.0
1146392,69,2018-09-06 18:00:00,GRAND CANAL DOCK,40,39,97.5
1146404,69,2018-09-06 19:00:00,GRAND CANAL DOCK,40,40,100.0
1146416,69,2018-09-06 20:00:00,GRAND CANAL DOCK,40,40,100.0
1146428,69,2018-09-06 21:00:00,GRAND CANAL DOCK,40,40,100.0
1146440,69,2018-09-06 22:00:00,GRAND CANAL DOCK,40,40,100.0
1146452,69,2018-09-06 23:00:00,GRAND CANAL DOCK,40,39,97.5
1147869,75,2018-09-06 00:00:00,JAMES STREET,40,3,7.5
1147881,75,2018-09-06 01:00:00,JAMES STREET,40,3,7.5
1147892,75,2018-09-06 02:00:00,JAMES STREET,40,3,7.5
1147904,75,2018-09-06 03:00:00,JAMES STREET,40,3,7.5
1147916,75,2018-09-06 04:00:00,JAMES STREET,40,3,7.5
1147928,75,2018-09-06 05:00:00,JAMES STREET,40,5,12.5
1147939,75,2018-09-06 06:00:00,JAMES STREET,40,5,12.5
1147951,75,2018-09-06 07:00:00,JAMES STREET,40,8,20.0
1147961,75,2018-09-06 08:00:00,JAMES STREET,40,19,47.5
1147973,75,2018-09-06 09:00:00,JAMES STREET,40,23,57.49999999999999
1147984,75,2018-09-06 10:00:00,JAMES STREET,40,23,57.49999999999999
1147996,75,2018-09-06 11:00:00,JAMES STREET,40,27,67.5
