,STATION ID,TIME,NAME,BIKE STANDS,AVAILABLE BIKE STANDS,Usage
9252,69,2018-08-01 13:00:00,GRAND CANAL DOCK,40,0,0.0
9264,69,2018-08-01 14:00:00,GRAND CANAL DOCK,40,0,0.0
9276,69,2018-08-01 15:00:00,GRAND CANAL DOCK,40,6,15.0
9288,69,2018-08-01 16:00:00,GRAND CANAL DOCK,40,14,35.0
9300,69,2018-08-01 17:00:00,GRAND CANAL DOCK,40,33,82.5
9312,69,2018-08-01 18:00:00,GRAND CANAL DOCK,40,39,97.5
9324,69,2018-08-01 19:00:00,GRAND CANAL DOCK,40,37,92.5
9336,69,2018-08-01 20:00:00,GRAND CANAL DOCK,40,40,100.0
9348,69,2018-08-01 21:00:00,GRAND CANAL DOCK,40,35,87.5
9360,69,2018-08-01 22:00:00,GRAND CANAL DOCK,40,40,100.0
9372,69,2018-08-01 23:00:00,GRAND CANAL DOCK,40,39,97.5
10080,75,2018-08-01 13:00:00,JAMES STREET,40,39,97.5
10092,75,2018-08-01 14:00:00,JAMES STREET,40,40,100.0
10104,75,2018-08-01 15:00:00,JAMES STREET,40,40,100.0
10116,75,2018-08-01 16:00:00,JAMES STREET,40,38,95.0
10128,75,2018-08-01 17:00:00,JAMES STREET,40,29,72.5
10140,75,2018-08-01 18:00:00,JAMES STREET,40,27,67.5
10152,75,2018-08-01 19:00:00,JAMES STREET,40,26,65.0
10164,75,2018-08-01 20:00:00,JAMES STREET,40,26,65.0
10176,75,2018-08-01 21:00:00,JAMES STREET,40,23,57.49999999999999
10188,75,2018-08-01 22:00:00,JAMES STREET,40,21,52.5
10200,75,2018-08-01 23:00:00,JAMES STREET,40,19,47.5
13254,98,2018-08-01 13:00:00,FREDERICK STREET SOUTH,40,19,47.5
13266,98,2018-08-01 14:00:00,FREDERICK STREET SOUTH,40,21,52.5
13278,98,2018-08-01 15:00:00,FREDERICK STREET SOUTH,40,21,52.5
13290,98,2018-08-01 16:00:00,FREDERICK STREET SOUTH,40,28,70.0
13302,98,2018-08-01 17:00:00,FREDERICK STREET SOUTH,40,33,82.5
13314,98,2018-08-01 18:00:00,FREDERICK STREET SOUTH,40,40,100.0
13326,98,2018-08-01 19:00:00,FREDERICK STREET SOUTH,40,38,95.0
13338,98,2018-08-01 20:00:00,FREDERICK STREET SOUTH,40,40,100.0
13350,98,2018-08-01 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
13362,98,2018-08-01 22:00:00,FREDERICK STREET SOUTH,40,33,82.5
13374,98,2018-08-01 23:00:00,FREDERICK STREET SOUTH,40,35,87.5
34476,69,2018-08-02 00:00:00,GRAND CANAL DOCK,40,40,100.0
34488,69,2018-08-02 01:00:00,GRAND CANAL DOCK,40,40,100.0
34500,69,2018-08-02 02:00:00,GRAND CANAL DOCK,40,40,100.0
34512,69,2018-08-02 03:00:00,GRAND CANAL DOCK,40,40,100.0
34524,69,2018-08-02 04:00:00,GRAND CANAL DOCK,40,40,100.0
34536,69,2018-08-02 05:00:00,GRAND CANAL DOCK,40,37,92.5
34548,69,2018-08-02 06:00:00,GRAND CANAL DOCK,40,24,60.0
34560,69,2018-08-02 07:00:00,GRAND CANAL DOCK,40,7,17.5
34572,69,2018-08-02 08:00:00,GRAND CANAL DOCK,40,0,0.0
34584,69,2018-08-02 09:00:00,GRAND CANAL DOCK,40,0,0.0
34596,69,2018-08-02 10:00:00,GRAND CANAL DOCK,40,1,2.5
34608,69,2018-08-02 11:00:00,GRAND CANAL DOCK,40,1,2.5
34620,69,2018-08-02 12:00:00,GRAND CANAL DOCK,40,2,5.0
34632,69,2018-08-02 13:00:00,GRAND CANAL DOCK,40,7,17.5
34644,69,2018-08-02 14:00:00,GRAND CANAL DOCK,40,1,2.5
34656,69,2018-08-02 15:00:00,GRAND CANAL DOCK,40,6,15.0
34668,69,2018-08-02 16:00:00,GRAND CANAL DOCK,40,13,32.5
34680,69,2018-08-02 17:00:00,GRAND CANAL DOCK,40,38,95.0
34692,69,2018-08-02 18:00:00,GRAND CANAL DOCK,40,40,100.0
34704,69,2018-08-02 19:00:00,GRAND CANAL DOCK,40,40,100.0
34716,69,2018-08-02 20:00:00,GRAND CANAL DOCK,40,40,100.0
34728,69,2018-08-02 21:00:00,GRAND CANAL DOCK,40,34,85.0
34740,69,2018-08-02 22:00:00,GRAND CANAL DOCK,40,30,75.0
34752,69,2018-08-02 23:00:00,GRAND CANAL DOCK,40,34,85.0
36204,75,2018-08-02 00:00:00,JAMES STREET,40,18,45.0
36216,75,2018-08-02 01:00:00,JAMES STREET,40,18,45.0
36228,75,2018-08-02 02:00:00,JAMES STREET,40,18,45.0
36240,75,2018-08-02 03:00:00,JAMES STREET,40,18,45.0
36252,75,2018-08-02 04:00:00,JAMES STREET,40,18,45.0
36264,75,2018-08-02 05:00:00,JAMES STREET,40,18,45.0
36276,75,2018-08-02 06:00:00,JAMES STREET,40,19,47.5
36288,75,2018-08-02 07:00:00,JAMES STREET,40,30,75.0
36300,75,2018-08-02 08:00:00,JAMES STREET,40,40,100.0
36312,75,2018-08-02 09:00:00,JAMES STREET,40,40,100.0
36324,75,2018-08-02 10:00:00,JAMES STREET,40,40,100.0
36336,75,2018-08-02 11:00:00,JAMES STREET,40,40,100.0
36348,75,2018-08-02 12:00:00,JAMES STREET,40,40,100.0
36360,75,2018-08-02 13:00:00,JAMES STREET,40,36,90.0
36372,75,2018-08-02 14:00:00,JAMES STREET,40,39,97.5
36384,75,2018-08-02 15:00:00,JAMES STREET,40,40,100.0
36396,75,2018-08-02 16:00:00,JAMES STREET,40,37,92.5
36408,75,2018-08-02 17:00:00,JAMES STREET,40,37,92.5
36420,75,2018-08-02 18:00:00,JAMES STREET,40,33,82.5
36432,75,2018-08-02 19:00:00,JAMES STREET,40,35,87.5
36444,75,2018-08-02 20:00:00,JAMES STREET,40,38,95.0
36456,75,2018-08-02 21:00:00,JAMES STREET,40,37,92.5
36468,75,2018-08-02 22:00:00,JAMES STREET,40,31,77.5
36480,75,2018-08-02 23:00:00,JAMES STREET,40,28,70.0
42828,98,2018-08-02 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
42840,98,2018-08-02 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
42852,98,2018-08-02 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
42864,98,2018-08-02 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
42876,98,2018-08-02 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
42888,98,2018-08-02 05:00:00,FREDERICK STREET SOUTH,40,40,100.0
42900,98,2018-08-02 06:00:00,FREDERICK STREET SOUTH,40,36,90.0
42912,98,2018-08-02 07:00:00,FREDERICK STREET SOUTH,40,37,92.5
42924,98,2018-08-02 08:00:00,FREDERICK STREET SOUTH,40,35,87.5
42936,98,2018-08-02 09:00:00,FREDERICK STREET SOUTH,40,20,50.0
42948,98,2018-08-02 10:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
42960,98,2018-08-02 11:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
42972,98,2018-08-02 12:00:00,FREDERICK STREET SOUTH,40,19,47.5
42984,98,2018-08-02 13:00:00,FREDERICK STREET SOUTH,40,19,47.5
42996,98,2018-08-02 14:00:00,FREDERICK STREET SOUTH,40,20,50.0
43008,98,2018-08-02 15:00:00,FREDERICK STREET SOUTH,40,21,52.5
43020,98,2018-08-02 16:00:00,FREDERICK STREET SOUTH,40,24,60.0
43032,98,2018-08-02 17:00:00,FREDERICK STREET SOUTH,40,25,62.5
43044,98,2018-08-02 18:00:00,FREDERICK STREET SOUTH,40,33,82.5
43056,98,2018-08-02 19:00:00,FREDERICK STREET SOUTH,40,40,100.0
43068,98,2018-08-02 20:00:00,FREDERICK STREET SOUTH,40,40,100.0
43080,98,2018-08-02 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
43092,98,2018-08-02 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
43104,98,2018-08-02 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
66156,69,2018-08-03 00:00:00,GRAND CANAL DOCK,40,35,87.5
66168,69,2018-08-03 01:00:00,GRAND CANAL DOCK,40,35,87.5
66180,69,2018-08-03 02:00:00,GRAND CANAL DOCK,40,35,87.5
66192,69,2018-08-03 03:00:00,GRAND CANAL DOCK,40,35,87.5
66204,69,2018-08-03 04:00:00,GRAND CANAL DOCK,40,35,87.5
66216,69,2018-08-03 05:00:00,GRAND CANAL DOCK,40,32,80.0
66228,69,2018-08-03 06:00:00,GRAND CANAL DOCK,40,29,72.5
66240,69,2018-08-03 07:00:00,GRAND CANAL DOCK,40,6,15.0
66252,69,2018-08-03 08:00:00,GRAND CANAL DOCK,40,0,0.0
66264,69,2018-08-03 09:00:00,GRAND CANAL DOCK,40,0,0.0
66276,69,2018-08-03 10:00:00,GRAND CANAL DOCK,40,4,10.0
66288,69,2018-08-03 11:00:00,GRAND CANAL DOCK,40,10,25.0
66300,69,2018-08-03 12:00:00,GRAND CANAL DOCK,40,12,30.0
66312,69,2018-08-03 13:00:00,GRAND CANAL DOCK,40,0,0.0
66324,69,2018-08-03 14:00:00,GRAND CANAL DOCK,40,3,7.5
66336,69,2018-08-03 15:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
66348,69,2018-08-03 16:00:00,GRAND CANAL DOCK,40,27,67.5
66360,69,2018-08-03 17:00:00,GRAND CANAL DOCK,40,40,100.0
66372,69,2018-08-03 18:00:00,GRAND CANAL DOCK,40,38,95.0
66384,69,2018-08-03 19:00:00,GRAND CANAL DOCK,40,37,92.5
66396,69,2018-08-03 20:00:00,GRAND CANAL DOCK,40,38,95.0
66408,69,2018-08-03 21:00:00,GRAND CANAL DOCK,40,38,95.0
66420,69,2018-08-03 22:00:00,GRAND CANAL DOCK,40,40,100.0
66432,69,2018-08-03 23:00:00,GRAND CANAL DOCK,40,39,97.5
67884,75,2018-08-03 00:00:00,JAMES STREET,40,26,65.0
67896,75,2018-08-03 01:00:00,JAMES STREET,40,26,65.0
67908,75,2018-08-03 02:00:00,JAMES STREET,40,26,65.0
67920,75,2018-08-03 03:00:00,JAMES STREET,40,26,65.0
67932,75,2018-08-03 04:00:00,JAMES STREET,40,26,65.0
67944,75,2018-08-03 05:00:00,JAMES STREET,40,26,65.0
67956,75,2018-08-03 06:00:00,JAMES STREET,40,28,70.0
67968,75,2018-08-03 07:00:00,JAMES STREET,40,36,90.0
67980,75,2018-08-03 08:00:00,JAMES STREET,40,40,100.0
67992,75,2018-08-03 09:00:00,JAMES STREET,40,40,100.0
68004,75,2018-08-03 10:00:00,JAMES STREET,40,40,100.0
68016,75,2018-08-03 11:00:00,JAMES STREET,40,38,95.0
68028,75,2018-08-03 12:00:00,JAMES STREET,40,39,97.5
68040,75,2018-08-03 13:00:00,JAMES STREET,40,38,95.0
68052,75,2018-08-03 14:00:00,JAMES STREET,40,35,87.5
68064,75,2018-08-03 15:00:00,JAMES STREET,40,36,90.0
68076,75,2018-08-03 16:00:00,JAMES STREET,40,39,97.5
68088,75,2018-08-03 17:00:00,JAMES STREET,40,39,97.5
68100,75,2018-08-03 18:00:00,JAMES STREET,40,38,95.0
68112,75,2018-08-03 19:00:00,JAMES STREET,40,40,100.0
68124,75,2018-08-03 20:00:00,JAMES STREET,40,37,92.5
68136,75,2018-08-03 21:00:00,JAMES STREET,40,40,100.0
68148,75,2018-08-03 22:00:00,JAMES STREET,40,38,95.0
68160,75,2018-08-03 23:00:00,JAMES STREET,40,34,85.0
74508,98,2018-08-03 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
74520,98,2018-08-03 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
74532,98,2018-08-03 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
74544,98,2018-08-03 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
74556,98,2018-08-03 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
74568,98,2018-08-03 05:00:00,FREDERICK STREET SOUTH,40,39,97.5
74580,98,2018-08-03 06:00:00,FREDERICK STREET SOUTH,40,38,95.0
74592,98,2018-08-03 07:00:00,FREDERICK STREET SOUTH,40,38,95.0
74604,98,2018-08-03 08:00:00,FREDERICK STREET SOUTH,40,40,100.0
74616,98,2018-08-03 09:00:00,FREDERICK STREET SOUTH,40,33,82.5
74628,98,2018-08-03 10:00:00,FREDERICK STREET SOUTH,40,33,82.5
74640,98,2018-08-03 11:00:00,FREDERICK STREET SOUTH,40,31,77.5
74652,98,2018-08-03 12:00:00,FREDERICK STREET SOUTH,40,30,75.0
74664,98,2018-08-03 13:00:00,FREDERICK STREET SOUTH,40,26,65.0
74676,98,2018-08-03 14:00:00,FREDERICK STREET SOUTH,40,31,77.5
74688,98,2018-08-03 15:00:00,FREDERICK STREET SOUTH,40,31,77.5
74700,98,2018-08-03 16:00:00,FREDERICK STREET SOUTH,40,40,100.0
74712,98,2018-08-03 17:00:00,FREDERICK STREET SOUTH,40,40,100.0
74724,98,2018-08-03 18:00:00,FREDERICK STREET SOUTH,40,40,100.0
74736,98,2018-08-03 19:00:00,FREDERICK STREET SOUTH,40,40,100.0
74748,98,2018-08-03 20:00:00,FREDERICK STREET SOUTH,40,40,100.0
74760,98,2018-08-03 21:00:00,FREDERICK STREET SOUTH,40,39,97.5
74772,98,2018-08-03 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
74784,98,2018-08-03 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
97836,69,2018-08-04 00:00:00,GRAND CANAL DOCK,40,37,92.5
97848,69,2018-08-04 01:00:00,GRAND CANAL DOCK,40,37,92.5
97860,69,2018-08-04 02:00:00,GRAND CANAL DOCK,40,37,92.5
97872,69,2018-08-04 03:00:00,GRAND CANAL DOCK,40,37,92.5
97884,69,2018-08-04 04:00:00,GRAND CANAL DOCK,40,37,92.5
97896,69,2018-08-04 05:00:00,GRAND CANAL DOCK,40,37,92.5
97908,69,2018-08-04 06:00:00,GRAND CANAL DOCK,40,30,75.0
97920,69,2018-08-04 07:00:00,GRAND CANAL DOCK,40,27,67.5
97932,69,2018-08-04 08:00:00,GRAND CANAL DOCK,40,20,50.0
97944,69,2018-08-04 09:00:00,GRAND CANAL DOCK,40,27,67.5
97956,69,2018-08-04 10:00:00,GRAND CANAL DOCK,40,24,60.0
97968,69,2018-08-04 11:00:00,GRAND CANAL DOCK,40,27,67.5
97980,69,2018-08-04 12:00:00,GRAND CANAL DOCK,40,38,95.0
97992,69,2018-08-04 13:00:00,GRAND CANAL DOCK,40,40,100.0
98004,69,2018-08-04 14:00:00,GRAND CANAL DOCK,40,39,97.5
98016,69,2018-08-04 15:00:00,GRAND CANAL DOCK,40,33,82.5
98028,69,2018-08-04 16:00:00,GRAND CANAL DOCK,40,29,72.5
98040,69,2018-08-04 17:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
98052,69,2018-08-04 18:00:00,GRAND CANAL DOCK,40,29,72.5
98064,69,2018-08-04 19:00:00,GRAND CANAL DOCK,40,34,85.0
98076,69,2018-08-04 20:00:00,GRAND CANAL DOCK,40,32,80.0
98088,69,2018-08-04 21:00:00,GRAND CANAL DOCK,40,37,92.5
98100,69,2018-08-04 22:00:00,GRAND CANAL DOCK,40,40,100.0
98112,69,2018-08-04 23:00:00,GRAND CANAL DOCK,40,40,100.0
99564,75,2018-08-04 00:00:00,JAMES STREET,40,29,72.5
99576,75,2018-08-04 01:00:00,JAMES STREET,40,29,72.5
99588,75,2018-08-04 02:00:00,JAMES STREET,40,29,72.5
99600,75,2018-08-04 03:00:00,JAMES STREET,40,29,72.5
99612,75,2018-08-04 04:00:00,JAMES STREET,40,29,72.5
99624,75,2018-08-04 05:00:00,JAMES STREET,40,29,72.5
99636,75,2018-08-04 06:00:00,JAMES STREET,40,30,75.0
99648,75,2018-08-04 07:00:00,JAMES STREET,40,31,77.5
99660,75,2018-08-04 08:00:00,JAMES STREET,40,31,77.5
99672,75,2018-08-04 09:00:00,JAMES STREET,40,31,77.5
99684,75,2018-08-04 10:00:00,JAMES STREET,40,32,80.0
99696,75,2018-08-04 11:00:00,JAMES STREET,40,31,77.5
99708,75,2018-08-04 12:00:00,JAMES STREET,40,34,85.0
99720,75,2018-08-04 13:00:00,JAMES STREET,40,35,87.5
99732,75,2018-08-04 14:00:00,JAMES STREET,40,36,90.0
99744,75,2018-08-04 15:00:00,JAMES STREET,40,34,85.0
99756,75,2018-08-04 16:00:00,JAMES STREET,40,37,92.5
99768,75,2018-08-04 17:00:00,JAMES STREET,40,38,95.0
99780,75,2018-08-04 18:00:00,JAMES STREET,40,39,97.5
99792,75,2018-08-04 19:00:00,JAMES STREET,40,36,90.0
99804,75,2018-08-04 20:00:00,JAMES STREET,40,33,82.5
99816,75,2018-08-04 21:00:00,JAMES STREET,40,32,80.0
99828,75,2018-08-04 22:00:00,JAMES STREET,40,29,72.5
99840,75,2018-08-04 23:00:00,JAMES STREET,40,25,62.5
106188,98,2018-08-04 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
106200,98,2018-08-04 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
106212,98,2018-08-04 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
106224,98,2018-08-04 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
106236,98,2018-08-04 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
106248,98,2018-08-04 05:00:00,FREDERICK STREET SOUTH,40,39,97.5
106260,98,2018-08-04 06:00:00,FREDERICK STREET SOUTH,40,38,95.0
106272,98,2018-08-04 07:00:00,FREDERICK STREET SOUTH,40,40,100.0
106284,98,2018-08-04 08:00:00,FREDERICK STREET SOUTH,40,39,97.5
106296,98,2018-08-04 09:00:00,FREDERICK STREET SOUTH,40,38,95.0
106308,98,2018-08-04 10:00:00,FREDERICK STREET SOUTH,40,36,90.0
106320,98,2018-08-04 11:00:00,FREDERICK STREET SOUTH,40,31,77.5
106332,98,2018-08-04 12:00:00,FREDERICK STREET SOUTH,40,31,77.5
106344,98,2018-08-04 13:00:00,FREDERICK STREET SOUTH,40,30,75.0
106356,98,2018-08-04 14:00:00,FREDERICK STREET SOUTH,40,28,70.0
106368,98,2018-08-04 15:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
106380,98,2018-08-04 16:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
106392,98,2018-08-04 17:00:00,FREDERICK STREET SOUTH,40,21,52.5
106404,98,2018-08-04 18:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
106416,98,2018-08-04 19:00:00,FREDERICK STREET SOUTH,40,24,60.0
106428,98,2018-08-04 20:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
106440,98,2018-08-04 21:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
106452,98,2018-08-04 22:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
106464,98,2018-08-04 23:00:00,FREDERICK STREET SOUTH,40,24,60.0
129516,69,2018-08-05 00:00:00,GRAND CANAL DOCK,40,40,100.0
129528,69,2018-08-05 01:00:00,GRAND CANAL DOCK,40,40,100.0
129540,69,2018-08-05 02:00:00,GRAND CANAL DOCK,40,40,100.0
129552,69,2018-08-05 03:00:00,GRAND CANAL DOCK,40,40,100.0
129564,69,2018-08-05 04:00:00,GRAND CANAL DOCK,40,40,100.0
129576,69,2018-08-05 05:00:00,GRAND CANAL DOCK,40,40,100.0
129588,69,2018-08-05 06:00:00,GRAND CANAL DOCK,40,38,95.0
129600,69,2018-08-05 07:00:00,GRAND CANAL DOCK,40,37,92.5
129612,69,2018-08-05 08:00:00,GRAND CANAL DOCK,40,34,85.0
129624,69,2018-08-05 09:00:00,GRAND CANAL DOCK,40,36,90.0
129636,69,2018-08-05 10:00:00,GRAND CANAL DOCK,40,38,95.0
129648,69,2018-08-05 11:00:00,GRAND CANAL DOCK,40,38,95.0
129660,69,2018-08-05 12:00:00,GRAND CANAL DOCK,40,35,87.5
129672,69,2018-08-05 13:00:00,GRAND CANAL DOCK,40,27,67.5
129684,69,2018-08-05 14:00:00,GRAND CANAL DOCK,40,15,37.5
129696,69,2018-08-05 15:00:00,GRAND CANAL DOCK,40,15,37.5
129708,69,2018-08-05 16:00:00,GRAND CANAL DOCK,40,13,32.5
129720,69,2018-08-05 17:00:00,GRAND CANAL DOCK,40,18,45.0
129732,69,2018-08-05 18:00:00,GRAND CANAL DOCK,40,24,60.0
129744,69,2018-08-05 19:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
129756,69,2018-08-05 20:00:00,GRAND CANAL DOCK,40,26,65.0
129768,69,2018-08-05 21:00:00,GRAND CANAL DOCK,40,24,60.0
129780,69,2018-08-05 22:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
129792,69,2018-08-05 23:00:00,GRAND CANAL DOCK,40,22,55.00000000000001
131244,75,2018-08-05 00:00:00,JAMES STREET,40,23,57.49999999999999
131256,75,2018-08-05 01:00:00,JAMES STREET,40,23,57.49999999999999
131268,75,2018-08-05 02:00:00,JAMES STREET,40,23,57.49999999999999
131280,75,2018-08-05 03:00:00,JAMES STREET,40,23,57.49999999999999
131292,75,2018-08-05 04:00:00,JAMES STREET,40,23,57.49999999999999
131304,75,2018-08-05 05:00:00,JAMES STREET,40,22,55.00000000000001
131316,75,2018-08-05 06:00:00,JAMES STREET,40,23,57.49999999999999
131328,75,2018-08-05 07:00:00,JAMES STREET,40,24,60.0
131340,75,2018-08-05 08:00:00,JAMES STREET,40,24,60.0
131352,75,2018-08-05 09:00:00,JAMES STREET,40,30,75.0
131364,75,2018-08-05 10:00:00,JAMES STREET,40,32,80.0
131376,75,2018-08-05 11:00:00,JAMES STREET,40,34,85.0
131388,75,2018-08-05 12:00:00,JAMES STREET,40,37,92.5
131400,75,2018-08-05 13:00:00,JAMES STREET,40,37,92.5
131412,75,2018-08-05 14:00:00,JAMES STREET,40,39,97.5
131424,75,2018-08-05 15:00:00,JAMES STREET,40,40,100.0
131436,75,2018-08-05 16:00:00,JAMES STREET,40,39,97.5
131448,75,2018-08-05 17:00:00,JAMES STREET,40,38,95.0
131460,75,2018-08-05 18:00:00,JAMES STREET,40,34,85.0
131472,75,2018-08-05 19:00:00,JAMES STREET,40,34,85.0
131484,75,2018-08-05 20:00:00,JAMES STREET,40,30,75.0
131496,75,2018-08-05 21:00:00,JAMES STREET,40,29,72.5
131508,75,2018-08-05 22:00:00,JAMES STREET,40,29,72.5
131520,75,2018-08-05 23:00:00,JAMES STREET,40,26,65.0
137868,98,2018-08-05 00:00:00,FREDERICK STREET SOUTH,40,24,60.0
137880,98,2018-08-05 01:00:00,FREDERICK STREET SOUTH,40,24,60.0
137892,98,2018-08-05 02:00:00,FREDERICK STREET SOUTH,40,24,60.0
137904,98,2018-08-05 03:00:00,FREDERICK STREET SOUTH,40,24,60.0
137916,98,2018-08-05 04:00:00,FREDERICK STREET SOUTH,40,24,60.0
137928,98,2018-08-05 05:00:00,FREDERICK STREET SOUTH,40,24,60.0
137940,98,2018-08-05 06:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
137952,98,2018-08-05 07:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
137964,98,2018-08-05 08:00:00,FREDERICK STREET SOUTH,40,21,52.5
137976,98,2018-08-05 09:00:00,FREDERICK STREET SOUTH,40,20,50.0
137988,98,2018-08-05 10:00:00,FREDERICK STREET SOUTH,40,20,50.0
138000,98,2018-08-05 11:00:00,FREDERICK STREET SOUTH,40,20,50.0
138012,98,2018-08-05 12:00:00,FREDERICK STREET SOUTH,40,20,50.0
138024,98,2018-08-05 13:00:00,FREDERICK STREET SOUTH,40,18,45.0
138036,98,2018-08-05 14:00:00,FREDERICK STREET SOUTH,40,18,45.0
138048,98,2018-08-05 15:00:00,FREDERICK STREET SOUTH,40,17,42.5
138060,98,2018-08-05 16:00:00,FREDERICK STREET SOUTH,40,18,45.0
138072,98,2018-08-05 17:00:00,FREDERICK STREET SOUTH,40,19,47.5
138084,98,2018-08-05 18:00:00,FREDERICK STREET SOUTH,40,21,52.5
138096,98,2018-08-05 19:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
138108,98,2018-08-05 20:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
138120,98,2018-08-05 21:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
138132,98,2018-08-05 22:00:00,FREDERICK STREET SOUTH,40,21,52.5
138144,98,2018-08-05 23:00:00,FREDERICK STREET SOUTH,40,21,52.5
161196,69,2018-08-06 00:00:00,GRAND CANAL DOCK,40,22,55.00000000000001
161208,69,2018-08-06 01:00:00,GRAND CANAL DOCK,40,22,55.00000000000001
161220,69,2018-08-06 02:00:00,GRAND CANAL DOCK,40,22,55.00000000000001
161232,69,2018-08-06 03:00:00,GRAND CANAL DOCK,40,22,55.00000000000001
161244,69,2018-08-06 04:00:00,GRAND CANAL DOCK,40,22,55.00000000000001
161256,69,2018-08-06 05:00:00,GRAND CANAL DOCK,40,21,52.5
161268,69,2018-08-06 06:00:00,GRAND CANAL DOCK,40,17,42.5
161280,69,2018-08-06 07:00:00,GRAND CANAL DOCK,40,12,30.0
161292,69,2018-08-06 08:00:00,GRAND CANAL DOCK,40,7,17.5
161304,69,2018-08-06 09:00:00,GRAND CANAL DOCK,40,2,5.0
161316,69,2018-08-06 10:00:00,GRAND CANAL DOCK,40,0,0.0
161328,69,2018-08-06 11:00:00,GRAND CANAL DOCK,40,1,2.5
161340,69,2018-08-06 12:00:00,GRAND CANAL DOCK,40,0,0.0
161352,69,2018-08-06 13:00:00,GRAND CANAL DOCK,40,1,2.5
161364,69,2018-08-06 14:00:00,GRAND CANAL DOCK,40,2,5.0
161376,69,2018-08-06 15:00:00,GRAND CANAL DOCK,40,2,5.0
161388,69,2018-08-06 16:00:00,GRAND CANAL DOCK,40,10,25.0
161400,69,2018-08-06 17:00:00,GRAND CANAL DOCK,40,4,10.0
161412,69,2018-08-06 18:00:00,GRAND CANAL DOCK,40,6,15.0
161424,69,2018-08-06 19:00:00,GRAND CANAL DOCK,40,7,17.5
161436,69,2018-08-06 20:00:00,GRAND CANAL DOCK,40,4,10.0
161448,69,2018-08-06 21:00:00,GRAND CANAL DOCK,40,4,10.0
161460,69,2018-08-06 22:00:00,GRAND CANAL DOCK,40,9,22.5
161472,69,2018-08-06 23:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
162924,75,2018-08-06 00:00:00,JAMES STREET,40,25,62.5
162936,75,2018-08-06 01:00:00,JAMES STREET,40,25,62.5
162948,75,2018-08-06 02:00:00,JAMES STREET,40,25,62.5
162960,75,2018-08-06 03:00:00,JAMES STREET,40,25,62.5
162972,75,2018-08-06 04:00:00,JAMES STREET,40,25,62.5
162984,75,2018-08-06 05:00:00,JAMES STREET,40,25,62.5
162996,75,2018-08-06 06:00:00,JAMES STREET,40,26,65.0
163008,75,2018-08-06 07:00:00,JAMES STREET,40,29,72.5
163020,75,2018-08-06 08:00:00,JAMES STREET,40,33,82.5
163032,75,2018-08-06 09:00:00,JAMES STREET,40,36,90.0
163044,75,2018-08-06 10:00:00,JAMES STREET,40,38,95.0
163056,75,2018-08-06 11:00:00,JAMES STREET,40,34,85.0
163068,75,2018-08-06 12:00:00,JAMES STREET,40,35,87.5
163080,75,2018-08-06 13:00:00,JAMES STREET,40,40,100.0
163092,75,2018-08-06 14:00:00,JAMES STREET,40,40,100.0
163104,75,2018-08-06 15:00:00,JAMES STREET,40,38,95.0
163116,75,2018-08-06 16:00:00,JAMES STREET,40,40,100.0
163128,75,2018-08-06 17:00:00,JAMES STREET,40,40,100.0
163140,75,2018-08-06 18:00:00,JAMES STREET,40,40,100.0
163152,75,2018-08-06 19:00:00,JAMES STREET,40,37,92.5
